gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,440629,9.7,7,0.1,34,0.5,124,0.4,3223,3.7
זכר,0-9,שנה,365413,10,5,0.1,25,0.9,91,0.6,2301,5
זכר,0-9,חודש אחרון,7820,4.9,0,0,3,1.1,6,0.4,241,3.8
זכר,0-9,3 חודשים,23524,4.7,0,0,5,1.1,10,0.4,466,4
זכר,0-9,6 חודשים,90953,7.3,1,0.1,13,1.1,35,0.6,1054,4.7
נקבה,0-9,מתחילת קורונה,361384,7.9,5,0,17,0.3,77,0.2,2605,3
נקבה,0-9,3 חודשים,20145,4,0,0,1,0.2,8,0.3,361,3.1
נקבה,0-9,שנה,297278,8.1,2,0,10,0.4,56,0.4,1851,4
נקבה,0-9,חודש אחרון,6291,3.9,0,0,1,0.4,3,0.2,184,2.9
נקבה,0-9,6 חודשים,72511,5.8,1,0.1,6,0.5,27,0.5,841,3.7
זכר,10-19,מתחילת קורונה,438379,9.6,7,0.1,25,0.4,81,0.3,1070,1.2
זכר,10-19,חודש אחרון,5070,3.2,0,0,1,0.4,2,0.1,68,1.1
זכר,10-19,6 חודשים,78390,6.3,2,0.1,6,0.5,10,0.2,231,1
זכר,10-19,3 חודשים,21092,4.2,0,0,1,0.2,4,0.1,113,1
זכר,10-19,שנה,335838,9.2,5,0.1,16,0.6,45,0.3,605,1.3
נקבה,10-19,מתחילת קורונה,427580,9.4,8,0.1,23,0.4,81,0.3,1210,1.4
נקבה,10-19,6 חודשים,77613,6.2,1,0.1,4,0.3,14,0.2,242,1.1
נקבה,10-19,שנה,336622,9.2,4,0.1,15,0.6,35,0.2,680,1.5
נקבה,10-19,חודש אחרון,5243,3.3,0,0,0,0,3,0.2,47,0.7
נקבה,10-19,3 חודשים,21830,4.4,1,0.2,1,0.2,5,0.2,126,1.1
זכר,20-29,מתחילת קורונה,267086,5.9,24,0.2,57,0.9,248,0.8,1653,1.9
זכר,20-29,3 חודשים,22323,4.5,0,0,3,0.7,7,0.3,134,1.1
זכר,20-29,חודש אחרון,7540,4.7,0,0,2,0.7,4,0.3,67,1.1
זכר,20-29,6 חודשים,59792,4.8,1,0.1,8,0.7,24,0.4,285,1.3
זכר,20-29,שנה,193103,5.3,5,0.1,24,0.9,95,0.7,697,1.5
נקבה,20-29,מתחילת קורונה,378788,8.3,22,0.2,62,1,283,0.9,5370,6.2
נקבה,20-29,חודש אחרון,10229,6.4,0,0,5,1.8,6,0.4,244,3.9
נקבה,20-29,3 חודשים,31122,6.2,0,0,6,1.3,13,0.5,518,4.4
נקבה,20-29,6 חודשים,88217,7,1,0.1,7,0.6,21,0.4,1005,4.5
נקבה,20-29,שנה,290998,7.9,9,0.2,25,0.9,107,0.8,2897,6.3
זכר,30-39,מתחילת קורונה,266962,5.9,53,0.5,106,1.7,642,2,2345,2.7
זכר,30-39,3 חודשים,28184,5.6,0,0,4,0.9,13,0.5,185,1.6
זכר,30-39,חודש אחרון,9379,5.8,0,0,2,0.7,8,0.5,96,1.5
זכר,30-39,6 חודשים,75126,6,5,0.3,25,2.1,43,0.7,378,1.7
זכר,30-39,שנה,210885,5.8,23,0.5,49,1.8,223,1.6,1017,2.2
נקבה,30-39,מתחילת קורונה,385416,8.5,40,0.3,111,1.7,598,1.9,5426,6.3
נקבה,30-39,שנה,318433,8.7,17,0.3,41,1.5,214,1.5,3004,6.6
נקבה,30-39,חודש אחרון,12305,7.7,1,0.3,5,1.8,5,0.3,253,4
נקבה,30-39,3 חודשים,38636,7.7,2,0.3,9,2,10,0.4,512,4.4
נקבה,30-39,6 חודשים,106431,8.5,6,0.3,19,1.6,33,0.6,1087,4.8
זכר,40-49,מתחילת קורונה,241488,5.3,124,1.1,269,4.2,1427,4.5,3708,4.3
זכר,40-49,3 חודשים,27371,5.5,4,0.6,10,2.2,31,1.1,244,2.1
זכר,40-49,חודש אחרון,8809,5.5,1,0.3,5,1.8,17,1.1,128,2
זכר,40-49,6 חודשים,71438,5.7,13,0.7,30,2.5,94,1.6,474,2.1
זכר,40-49,שנה,193887,5.3,54,1.1,105,4,465,3.3,1379,3
נקבה,40-49,מתחילת קורונה,346148,7.6,79,0.7,143,2.2,984,3.1,3678,4.3
נקבה,40-49,3 חודשים,40117,8,4,0.6,6,1.3,23,0.8,243,2.1
נקבה,40-49,שנה,287679,7.9,24,0.5,54,2,339,2.4,1553,3.4
נקבה,40-49,חודש אחרון,12182,7.6,1,0.3,3,1.1,15,1,112,1.8
נקבה,40-49,6 חודשים,104997,8.4,7,0.4,16,1.3,58,1,515,2.3
זכר,50-59,מתחילת קורונה,168956,3.7,393,3.4,561,8.7,2290,7.3,5127,5.9
זכר,50-59,6 חודשים,55939,4.5,40,2.1,79,6.6,205,3.5,876,3.9
זכר,50-59,3 חודשים,24690,4.9,8,1.2,23,5.1,73,2.7,406,3.5
זכר,50-59,שנה,133874,3.7,138,2.8,200,7.5,752,5.3,2005,4.4
זכר,50-59,חודש אחרון,7807,4.9,1,0.3,14,5,46,3,220,3.5
נקבה,50-59,מתחילת קורונה,242349,5.3,202,1.8,265,4.1,1616,5.1,4077,4.7
נקבה,50-59,6 חודשים,87940,7,19,1,37,3.1,129,2.2,625,2.8
נקבה,50-59,שנה,200698,5.5,76,1.6,113,4.3,546,3.9,1617,3.5
נקבה,50-59,חודש אחרון,12268,7.6,2,0.6,8,2.8,25,1.6,158,2.5
נקבה,50-59,3 חודשים,38999,7.8,3,0.5,13,2.9,54,2,310,2.7
זכר,60-69,מתחילת קורונה,129882,2.8,1032,9,978,15.2,3467,11,7133,8.3
זכר,60-69,3 חודשים,28018,5.6,36,5.6,61,13.5,223,8.1,843,7.2
זכר,60-69,חודש אחרון,9350,5.8,17,5.2,38,13.5,126,8.2,443,7
זכר,60-69,6 חודשים,53085,4.2,129,6.8,160,13.4,491,8.4,1662,7.4
זכר,60-69,שנה,105297,2.9,378,7.8,333,12.5,1313,9.3,3259,7.1
נקבה,60-69,מתחילת קורונה,174939,3.8,568,5,525,8.2,2337,7.4,5273,6.1
נקבה,60-69,6 חודשים,78296,6.2,74,3.9,88,7.4,333,5.7,1248,5.6
נקבה,60-69,3 חודשים,40708,8.1,14,2.2,29,6.4,133,4.8,636,5.4
נקבה,60-69,שנה,148754,4.1,258,5.3,224,8.4,963,6.8,2509,5.5
נקבה,60-69,חודש אחרון,13216,8.2,8,2.4,18,6.4,70,4.5,320,5.1
זכר,70-79,מתחילת קורונה,85285,1.9,1722,15,1098,17.1,4028,12.8,8109,9.4
זכר,70-79,6 חודשים,44632,3.6,261,13.8,214,17.9,831,14.2,2564,11.4
זכר,70-79,שנה,72766,2,667,13.7,428,16.1,1834,13,4449,9.7
זכר,70-79,חודש אחרון,8901,5.5,40,12.2,52,18.4,212,13.7,785,12.5
זכר,70-79,3 חודשים,27000,5.4,88,13.6,92,20.3,392,14.3,1425,12.2
נקבה,70-79,מתחילת קורונה,103644,2.3,1095,9.6,622,9.7,3063,9.7,6599,7.6
נקבה,70-79,שנה,90138,2.5,480,9.8,275,10.4,1438,10.2,3661,8
נקבה,70-79,חודש אחרון,11349,7.1,29,8.9,30,10.6,179,11.6,624,9.9
נקבה,70-79,3 חודשים,34131,6.8,60,9.3,46,10.2,313,11.4,1130,9.7
נקבה,70-79,6 חודשים,56426,4.5,186,9.8,125,10.5,658,11.2,2069,9.2
זכר,80-89,מתחילת קורונה,33396,0.7,2017,17.6,691,10.8,3471,11,6821,7.9
זכר,80-89,3 חודשים,11079,2.2,115,17.8,59,13,463,16.9,1406,12
זכר,80-89,שנה,27795,0.8,874,17.9,307,11.6,1891,13.4,4250,9.3
זכר,80-89,חודש אחרון,4080,2.5,59,18,42,14.9,261,16.9,791,12.6
זכר,80-89,6 חודשים,17470,1.4,352,18.6,151,12.6,944,16.1,2501,11.1
נקבה,80-89,מתחילת קורונה,46046,1,1857,16.2,517,8.1,3571,11.4,7365,8.5
נקבה,80-89,6 חודשים,23723,1.9,323,17.1,121,10.1,913,15.5,2608,11.6
נקבה,80-89,שנה,38141,1,837,17.2,252,9.5,1943,13.7,4482,9.8
נקבה,80-89,חודש אחרון,5914,3.7,57,17.4,32,11.3,264,17.1,850,13.5
נקבה,80-89,3 חודשים,15038,3,115,17.8,44,9.7,455,16.6,1439,12.3
זכר,90+,מתחילת קורונה,7110,0.2,958,8.4,161,2.5,1214,3.9,2256,2.6
זכר,90+,חודש אחרון,868,0.5,48,14.7,11,3.9,106,6.9,258,4.1
זכר,90+,6 חודשים,3433,0.3,228,12.1,45,3.8,434,7.4,902,4
זכר,90+,3 חודשים,2142,0.4,91,14.1,21,4.6,198,7.2,475,4.1
זכר,90+,שנה,5726,0.2,452,9.3,78,2.9,722,5.1,1453,3.2
נקבה,90+,מתחילת קורונה,13844,0.3,1251,10.9,156,2.4,1820,5.8,3401,3.9
נקבה,90+,3 חודשים,4205,0.8,104,16.1,19,4.2,317,11.5,704,6
נקבה,90+,שנה,10836,0.3,568,11.6,82,3.1,1068,7.6,2102,4.6
נקבה,90+,חודש אחרון,1794,1.1,63,19.3,10,3.5,187,12.1,410,6.5
נקבה,90+,6 חודשים,6489,0.5,242,12.8,41,3.4,575,9.8,1286,5.7
