day_date,flue_vaccinations_amount_cum
2021-09-02T00:00:00.000Z,2
2021-09-03T00:00:00.000Z,3
2021-09-04T00:00:00.000Z,4
2021-09-05T00:00:00.000Z,7
2021-09-06T00:00:00.000Z,9
2021-09-08T00:00:00.000Z,10
2021-09-09T00:00:00.000Z,188
2021-09-10T00:00:00.000Z,380
2021-09-11T00:00:00.000Z,462
2021-09-12T00:00:00.000Z,4923
2021-09-13T00:00:00.000Z,13056
2021-09-14T00:00:00.000Z,24037
2021-09-15T00:00:00.000Z,28915
2021-09-16T00:00:00.000Z,29773
2021-09-17T00:00:00.000Z,34620
2021-09-18T00:00:00.000Z,35614
2021-09-19T00:00:00.000Z,52336
2021-09-20T00:00:00.000Z,60432
2021-09-21T00:00:00.000Z,62623
2021-09-22T00:00:00.000Z,73676
2021-09-23T00:00:00.000Z,87640
2021-09-24T00:00:00.000Z,94005
2021-09-25T00:00:00.000Z,95128
2021-09-26T00:00:00.000Z,112527
2021-09-27T00:00:00.000Z,123734
2021-09-28T00:00:00.000Z,126250
2021-09-29T00:00:00.000Z,145934
2021-09-30T00:00:00.000Z,168730
2021-10-01T00:00:00.000Z,177085
2021-10-02T00:00:00.000Z,178688
2021-10-03T00:00:00.000Z,208956
2021-10-04T00:00:00.000Z,235497
2021-10-05T00:00:00.000Z,263580
2021-10-06T00:00:00.000Z,286251
2021-10-07T00:00:00.000Z,314715
2021-10-08T00:00:00.000Z,326244
2021-10-09T00:00:00.000Z,328063
2021-10-10T00:00:00.000Z,362189
2021-10-11T00:00:00.000Z,388898
2021-10-12T00:00:00.000Z,416631
2021-10-13T00:00:00.000Z,436943
2021-10-14T00:00:00.000Z,460599
2021-10-15T00:00:00.000Z,469086
2021-10-16T00:00:00.000Z,470449
2021-10-17T00:00:00.000Z,497818
2021-10-18T00:00:00.000Z,518013
2021-10-19T00:00:00.000Z,539261
2021-10-20T00:00:00.000Z,555771
2021-10-21T00:00:00.000Z,575280
2021-10-22T00:00:00.000Z,581635
2021-10-23T00:00:00.000Z,582557
2021-10-24T00:00:00.000Z,603822
2021-10-25T00:00:00.000Z,621020
2021-10-26T00:00:00.000Z,638756
2021-10-27T00:00:00.000Z,651237
2021-10-28T00:00:00.000Z,656984
2021-10-29T00:00:00.000Z,657852
2021-10-30T00:00:00.000Z,658057
2021-10-31T00:00:00.000Z,662643
2021-11-01T00:00:00.000Z,666924
2021-11-02T00:00:00.000Z,670909
2021-11-03T00:00:00.000Z,674120
2021-11-04T00:00:00.000Z,677217
2021-11-05T00:00:00.000Z,678029
2021-11-06T00:00:00.000Z,678244
2021-11-07T00:00:00.000Z,681186
2021-11-08T00:00:00.000Z,683642
2021-11-09T00:00:00.000Z,686450
2021-11-10T00:00:00.000Z,689163
2021-11-11T00:00:00.000Z,692019
2021-11-12T00:00:00.000Z,692765
