section,male,female,period
0-9,"{'amount': 18, 'percentage': 1.2}","{'amount': 8, 'percentage': 0.5}",6 חודשים
0-9,"{'amount': 22, 'percentage': 0.9}","{'amount': 9, 'percentage': 0.4}",שנה
0-9,"{'amount': 16, 'percentage': 1.3}","{'amount': 8, 'percentage': 0.7}",3 חודשים
0-9,"{'amount': 30, 'percentage': 0.5}","{'amount': 15, 'percentage': 0.3}",מתחילת קורונה
0-9,"{'amount': 2, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.7}",חודש אחרון
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 23, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 14, 'percentage': 0.6}","{'amount': 15, 'percentage': 0.6}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.3}",חודש אחרון
10-19,"{'amount': 10, 'percentage': 0.7}","{'amount': 10, 'percentage': 0.7}",6 חודשים
10-19,"{'amount': 9, 'percentage': 0.7}","{'amount': 9, 'percentage': 0.7}",3 חודשים
20-29,"{'amount': 16, 'percentage': 1.1}","{'amount': 14, 'percentage': 0.9}",6 חודשים
20-29,"{'amount': 4, 'percentage': 1.3}","{'amount': 1, 'percentage': 0.3}",חודש אחרון
20-29,"{'amount': 24, 'percentage': 1}","{'amount': 21, 'percentage': 0.9}",שנה
20-29,"{'amount': 10, 'percentage': 0.8}","{'amount': 10, 'percentage': 0.8}",3 חודשים
20-29,"{'amount': 53, 'percentage': 0.9}","{'amount': 58, 'percentage': 1}",מתחילת קורונה
30-39,"{'amount': 33, 'percentage': 2.2}","{'amount': 19, 'percentage': 1.3}",6 חודשים
30-39,"{'amount': 47, 'percentage': 1.9}","{'amount': 39, 'percentage': 1.6}",שנה
30-39,"{'amount': 23, 'percentage': 1.9}","{'amount': 10, 'percentage': 0.8}",3 חודשים
30-39,"{'amount': 102, 'percentage': 1.7}","{'amount': 101, 'percentage': 1.7}",מתחילת קורונה
30-39,"{'amount': 12, 'percentage': 4}","{'amount': 4, 'percentage': 1.3}",חודש אחרון
40-49,"{'amount': 118, 'percentage': 4.9}","{'amount': 53, 'percentage': 2.2}",שנה
40-49,"{'amount': 68, 'percentage': 4.5}","{'amount': 30, 'percentage': 2}",6 חודשים
40-49,"{'amount': 42, 'percentage': 3.4}","{'amount': 17, 'percentage': 1.4}",3 חודשים
40-49,"{'amount': 262, 'percentage': 4.4}","{'amount': 137, 'percentage': 2.3}",מתחילת קורונה
40-49,"{'amount': 8, 'percentage': 2.7}","{'amount': 7, 'percentage': 2.3}",חודש אחרון
50-59,"{'amount': 540, 'percentage': 9.1}","{'amount': 250, 'percentage': 4.2}",מתחילת קורונה
50-59,"{'amount': 211, 'percentage': 8.7}","{'amount': 118, 'percentage': 4.9}",שנה
50-59,"{'amount': 22, 'percentage': 7.4}","{'amount': 8, 'percentage': 2.7}",חודש אחרון
50-59,"{'amount': 128, 'percentage': 8.5}","{'amount': 67, 'percentage': 4.4}",6 חודשים
50-59,"{'amount': 88, 'percentage': 7.2}","{'amount': 47, 'percentage': 3.9}",3 חודשים
60-69,"{'amount': 301, 'percentage': 12.4}","{'amount': 225, 'percentage': 9.3}",שנה
60-69,"{'amount': 44, 'percentage': 14.8}","{'amount': 29, 'percentage': 9.7}",חודש אחרון
60-69,"{'amount': 183, 'percentage': 12.1}","{'amount': 119, 'percentage': 7.9}",6 חודשים
60-69,"{'amount': 142, 'percentage': 11.7}","{'amount': 87, 'percentage': 7.1}",3 חודשים
60-69,"{'amount': 916, 'percentage': 15.4}","{'amount': 501, 'percentage': 8.4}",מתחילת קורונה
70-79,"{'amount': 999, 'percentage': 16.8}","{'amount': 568, 'percentage': 9.5}",מתחילת קורונה
70-79,"{'amount': 218, 'percentage': 14.4}","{'amount': 158, 'percentage': 10.4}",6 חודשים
70-79,"{'amount': 355, 'percentage': 14.6}","{'amount': 244, 'percentage': 10.1}",שנה
70-79,"{'amount': 195, 'percentage': 16}","{'amount': 123, 'percentage': 10.1}",3 חודשים
70-79,"{'amount': 45, 'percentage': 15.1}","{'amount': 28, 'percentage': 9.4}",חודש אחרון
80-89,"{'amount': 264, 'percentage': 10.9}","{'amount': 219, 'percentage': 9}",שנה
80-89,"{'amount': 178, 'percentage': 11.8}","{'amount': 145, 'percentage': 9.6}",6 חודשים
80-89,"{'amount': 42, 'percentage': 14.1}","{'amount': 21, 'percentage': 7}",חודש אחרון
80-89,"{'amount': 165, 'percentage': 13.5}","{'amount': 131, 'percentage': 10.8}",3 חודשים
80-89,"{'amount': 630, 'percentage': 10.6}","{'amount': 469, 'percentage': 7.9}",מתחילת קורונה
90+,"{'amount': 44, 'percentage': 3.6}","{'amount': 42, 'percentage': 3.4}",3 חודשים
90+,"{'amount': 9, 'percentage': 3}","{'amount': 9, 'percentage': 3}",חודש אחרון
90+,"{'amount': 61, 'percentage': 2.5}","{'amount': 64, 'percentage': 2.6}",שנה
90+,"{'amount': 46, 'percentage': 3}","{'amount': 46, 'percentage': 3}",6 חודשים
90+,"{'amount': 139, 'percentage': 2.3}","{'amount': 134, 'percentage': 2.3}",מתחילת קורונה
