Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,61,0,0,0,0
2020-12-20T00:00:00.000Z,7375,7436,0.08,0,0,0
2020-12-21T00:00:00.000Z,24882,32318,0.35,0,0,0
2020-12-22T00:00:00.000Z,44621,76939,0.83,0,0,0
2020-12-23T00:00:00.000Z,62839,139778,1.5,0,0,0
2020-12-24T00:00:00.000Z,73318,213096,2.29,0,0,0
2020-12-25T00:00:00.000Z,38444,251540,2.7,0,0,0
2020-12-26T00:00:00.000Z,32564,284104,3.06,0,0,0
2020-12-27T00:00:00.000Z,104357,388461,4.18,0,0,0
2020-12-28T00:00:00.000Z,134789,523250,5.63,0,0,0
2020-12-29T00:00:00.000Z,155918,679168,7.3,0,0,0
2020-12-30T00:00:00.000Z,152690,831858,8.95,0,0,0
2020-12-31T00:00:00.000Z,158129,989987,10.65,0,0,0
2021-01-01T00:00:00.000Z,71216,1061203,11.41,0,0,0
2021-01-02T00:00:00.000Z,71608,1132811,12.18,0,0,0
2021-01-03T00:00:00.000Z,149378,1282189,13.79,0,0,0
2021-01-04T00:00:00.000Z,151796,1433985,15.42,2,2,0
2021-01-05T00:00:00.000Z,124817,1558802,16.76,0,2,0
2021-01-06T00:00:00.000Z,103030,1661832,17.87,0,2,0
2021-01-07T00:00:00.000Z,115781,1777613,19.12,3,5,0
2021-01-08T00:00:00.000Z,66269,1843882,19.83,3,8,0
2021-01-09T00:00:00.000Z,44447,1888329,20.31,22,30,0
2021-01-10T00:00:00.000Z,37519,1925848,20.71,5988,6018,0.06
2021-01-11T00:00:00.000Z,21008,1946856,20.94,19235,25253,0.27
2021-01-12T00:00:00.000Z,23862,1970718,21.19,35637,60890,0.65
2021-01-13T00:00:00.000Z,51897,2022615,21.75,56805,117695,1.27
2021-01-14T00:00:00.000Z,56284,2078899,22.36,68735,186430,2
2021-01-15T00:00:00.000Z,30602,2109501,22.68,35872,222302,2.39
2021-01-16T00:00:00.000Z,29359,2138860,23,25969,248271,2.67
2021-01-17T00:00:00.000Z,68240,2207100,23.73,84430,332701,3.58
2021-01-18T00:00:00.000Z,69500,2276600,24.48,120196,452897,4.87
2021-01-19T00:00:00.000Z,72569,2349169,25.26,137504,590401,6.35
2021-01-20T00:00:00.000Z,76526,2425695,26.08,143370,733771,7.89
2021-01-21T00:00:00.000Z,69577,2495272,26.83,163909,897680,9.65
2021-01-22T00:00:00.000Z,37706,2532978,27.24,70904,968584,10.42
2021-01-23T00:00:00.000Z,39841,2572819,27.67,53469,1022053,10.99
2021-01-24T00:00:00.000Z,68921,2641740,28.41,140311,1162364,12.5
2021-01-25T00:00:00.000Z,80727,2722467,29.28,139152,1301516,14
2021-01-26T00:00:00.000Z,78475,2800942,30.12,126021,1427537,15.35
2021-01-27T00:00:00.000Z,77685,2878627,30.96,124690,1552227,16.69
2021-01-28T00:00:00.000Z,79394,2958021,31.81,130260,1682487,18.09
2021-01-29T00:00:00.000Z,36519,2994540,32.2,64598,1747085,18.79
2021-01-30T00:00:00.000Z,34279,3028819,32.57,42659,1789744,19.25
2021-01-31T00:00:00.000Z,73163,3101982,33.36,59323,1849067,19.88
2021-02-01T00:00:00.000Z,82259,3184241,34.24,35201,1884268,20.26
2021-02-02T00:00:00.000Z,69852,3254093,34.99,30914,1915182,20.59
2021-02-03T00:00:00.000Z,60056,3314149,35.64,51256,1966438,21.15
2021-02-04T00:00:00.000Z,72373,3386522,36.42,57901,2024339,21.77
2021-02-05T00:00:00.000Z,33766,3420288,36.78,28648,2052987,22.08
2021-02-06T00:00:00.000Z,21528,3441816,37.01,22135,2075122,22.31
2021-02-07T00:00:00.000Z,53934,3495750,37.59,68526,2143648,23.05
2021-02-08T00:00:00.000Z,58469,3554219,38.22,65192,2208840,23.75
2021-02-09T00:00:00.000Z,66106,3620325,38.93,67260,2276100,24.48
2021-02-10T00:00:00.000Z,70311,3690636,39.69,71926,2348026,25.25
2021-02-11T00:00:00.000Z,80877,3771513,40.56,71512,2419538,26.02
2021-02-12T00:00:00.000Z,38926,3810439,40.98,37399,2456937,26.42
2021-02-13T00:00:00.000Z,27385,3837824,41.27,30340,2487277,26.75
2021-02-14T00:00:00.000Z,74715,3912539,42.07,68844,2556121,27.49
2021-02-15T00:00:00.000Z,81316,3993855,42.95,75475,2631596,28.3
2021-02-16T00:00:00.000Z,83312,4077167,43.84,78014,2709610,29.14
2021-02-17T00:00:00.000Z,61787,4138954,44.51,75322,2784932,29.95
2021-02-18T00:00:00.000Z,68965,4207919,45.25,79474,2864406,30.8
2021-02-19T00:00:00.000Z,39561,4247480,45.68,37981,2902387,31.21
