section,female,male,period
0-9,"{'amount': 10, 'percentage': 0.5}","{'amount': 21, 'percentage': 1}",שנה
0-9,"{'amount': 1, 'percentage': 0.4}","{'amount': 3, 'percentage': 1.1}",3 חודשים
0-9,"{'amount': 17, 'percentage': 0.3}","{'amount': 34, 'percentage': 0.5}",מתחילת קורונה
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.8}",6 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 25, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 10, 'percentage': 0.5}","{'amount': 11, 'percentage': 0.5}",שנה
10-19,"{'amount': 2, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.4}",3 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 7, 'percentage': 1.1}","{'amount': 4, 'percentage': 0.7}",6 חודשים
20-29,"{'amount': 1, 'percentage': 1.4}","{'amount': 1, 'percentage': 1.4}",חודש אחרון
20-29,"{'amount': 20, 'percentage': 1}","{'amount': 16, 'percentage': 0.8}",שנה
20-29,"{'amount': 3, 'percentage': 1.1}","{'amount': 2, 'percentage': 0.7}",3 חודשים
20-29,"{'amount': 63, 'percentage': 1}","{'amount': 58, 'percentage': 0.9}",מתחילת קורונה
30-39,"{'amount': 28, 'percentage': 1.4}","{'amount': 36, 'percentage': 1.8}",שנה
30-39,"{'amount': 6, 'percentage': 2.1}","{'amount': 1, 'percentage': 0.4}",3 חודשים
30-39,"{'amount': 11, 'percentage': 1.8}","{'amount': 5, 'percentage': 0.8}",6 חודשים
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
30-39,"{'amount': 114, 'percentage': 1.7}","{'amount': 106, 'percentage': 1.6}",מתחילת קורונה
40-49,"{'amount': 33, 'percentage': 1.6}","{'amount': 68, 'percentage': 3.4}",שנה
40-49,"{'amount': 3, 'percentage': 1.1}","{'amount': 4, 'percentage': 1.4}",3 חודשים
40-49,"{'amount': 10, 'percentage': 1.6}","{'amount': 12, 'percentage': 2}",6 חודשים
40-49,"{'amount': 2, 'percentage': 2.8}","{'amount': 1, 'percentage': 1.4}",חודש אחרון
40-49,"{'amount': 144, 'percentage': 2.2}","{'amount': 271, 'percentage': 4.1}",מתחילת קורונה
50-59,"{'amount': 81, 'percentage': 4}","{'amount': 143, 'percentage': 7.1}",שנה
50-59,"{'amount': 13, 'percentage': 4.6}","{'amount': 18, 'percentage': 6.4}",3 חודשים
50-59,"{'amount': 272, 'percentage': 4.2}","{'amount': 567, 'percentage': 8.7}",מתחילת קורונה
50-59,"{'amount': 20, 'percentage': 3.3}","{'amount': 33, 'percentage': 5.4}",6 חודשים
50-59,"{'amount': 5, 'percentage': 7}","{'amount': 4, 'percentage': 5.6}",חודש אחרון
60-69,"{'amount': 141, 'percentage': 7}","{'amount': 253, 'percentage': 12.6}",שנה
60-69,"{'amount': 19, 'percentage': 6.8}","{'amount': 38, 'percentage': 13.6}",3 חודשים
60-69,"{'amount': 42, 'percentage': 6.9}","{'amount': 87, 'percentage': 14.2}",6 חודשים
60-69,"{'amount': 8, 'percentage': 11.3}","{'amount': 12, 'percentage': 16.9}",חודש אחרון
60-69,"{'amount': 534, 'percentage': 8.2}","{'amount': 999, 'percentage': 15.3}",מתחילת קורונה
70-79,"{'amount': 208, 'percentage': 10.4}","{'amount': 327, 'percentage': 16.3}",שנה
70-79,"{'amount': 28, 'percentage': 10}","{'amount': 47, 'percentage': 16.8}",3 חודשים
70-79,"{'amount': 633, 'percentage': 9.7}","{'amount': 1116, 'percentage': 17.1}",מתחילת קורונה
70-79,"{'amount': 63, 'percentage': 10.3}","{'amount': 117, 'percentage': 19.1}",6 חודשים
70-79,"{'amount': 4, 'percentage': 5.6}","{'amount': 13, 'percentage': 18.3}",חודש אחרון
80-89,"{'amount': 200, 'percentage': 10}","{'amount': 253, 'percentage': 12.6}",שנה
80-89,"{'amount': 34, 'percentage': 12.1}","{'amount': 39, 'percentage': 13.9}",3 חודשים
80-89,"{'amount': 532, 'percentage': 8.1}","{'amount': 709, 'percentage': 10.8}",מתחילת קורונה
80-89,"{'amount': 60, 'percentage': 9.8}","{'amount': 83, 'percentage': 13.5}",6 חודשים
80-89,"{'amount': 8, 'percentage': 11.3}","{'amount': 7, 'percentage': 9.9}",חודש אחרון
90+,"{'amount': 161, 'percentage': 2.5}","{'amount': 165, 'percentage': 2.5}",מתחילת קורונה
90+,"{'amount': 72, 'percentage': 3.6}","{'amount': 70, 'percentage': 3.5}",שנה
90+,"{'amount': 25, 'percentage': 4.1}","{'amount': 25, 'percentage': 4.1}",6 חודשים
90+,"{'amount': 10, 'percentage': 3.6}","{'amount': 10, 'percentage': 3.6}",3 חודשים
90+,"{'amount': 2, 'percentage': 2.8}","{'amount': 3, 'percentage': 4.2}",חודש אחרון
