section,female,male,period,order_period
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 4, 'percentage': 0.2}",3 חודשים,4
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 4, 'percentage': 0.1}",6 חודשים,3
0-9,"{'amount': 4, 'percentage': 0}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 2, 'percentage': 0}","{'amount': 5, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",3 חודשים,4
10-19,"{'amount': 7, 'percentage': 0.1}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה,1
10-19,"{'amount': 3, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 4, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.1}",שנה,2
20-29,"{'amount': 9, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 6, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.1}",6 חודשים,3
20-29,"{'amount': 5, 'percentage': 0.2}","{'amount': 1, 'percentage': 0}",3 חודשים,4
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
20-29,"{'amount': 21, 'percentage': 0.2}","{'amount': 24, 'percentage': 0.2}",מתחילת קורונה,1
30-39,"{'amount': 9, 'percentage': 0.3}","{'amount': 13, 'percentage': 0.4}",6 חודשים,3
30-39,"{'amount': 4, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.4}",3 חודשים,4
30-39,"{'amount': 36, 'percentage': 0.3}","{'amount': 50, 'percentage': 0.5}",מתחילת קורונה,1
30-39,"{'amount': 16, 'percentage': 0.4}","{'amount': 27, 'percentage': 0.6}",שנה,2
30-39,"{'amount': 2, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.3}",חודש אחרון,5
40-49,"{'amount': 9, 'percentage': 0.4}","{'amount': 14, 'percentage': 0.7}",3 חודשים,4
40-49,"{'amount': 27, 'percentage': 0.6}","{'amount': 58, 'percentage': 1.3}",שנה,2
40-49,"{'amount': 19, 'percentage': 0.7}","{'amount': 38, 'percentage': 1.3}",6 חודשים,3
40-49,"{'amount': 2, 'percentage': 0.3}","{'amount': 5, 'percentage': 0.7}",חודש אחרון,5
40-49,"{'amount': 74, 'percentage': 0.7}","{'amount': 117, 'percentage': 1.1}",מתחילת קורונה,1
50-59,"{'amount': 6, 'percentage': 0.9}","{'amount': 17, 'percentage': 2.4}",חודש אחרון,5
50-59,"{'amount': 192, 'percentage': 1.8}","{'amount': 371, 'percentage': 3.6}",מתחילת קורונה,1
50-59,"{'amount': 86, 'percentage': 2}","{'amount': 154, 'percentage': 3.5}",שנה,2
50-59,"{'amount': 53, 'percentage': 1.8}","{'amount': 97, 'percentage': 3.4}",6 חודשים,3
50-59,"{'amount': 33, 'percentage': 1.5}","{'amount': 50, 'percentage': 2.3}",3 חודשים,4
60-69,"{'amount': 531, 'percentage': 5.1}","{'amount': 965, 'percentage': 9.3}",מתחילת קורונה,1
60-69,"{'amount': 268, 'percentage': 6.1}","{'amount': 375, 'percentage': 8.5}",שנה,2
60-69,"{'amount': 154, 'percentage': 5.3}","{'amount': 232, 'percentage': 8}",6 חודשים,3
60-69,"{'amount': 80, 'percentage': 3.7}","{'amount': 144, 'percentage': 6.7}",3 חודשים,4
60-69,"{'amount': 33, 'percentage': 4.7}","{'amount': 57, 'percentage': 8.2}",חודש אחרון,5
70-79,"{'amount': 203, 'percentage': 9.4}","{'amount': 280, 'percentage': 13}",3 חודשים,4
70-79,"{'amount': 289, 'percentage': 10}","{'amount': 380, 'percentage': 13.2}",6 חודשים,3
70-79,"{'amount': 70, 'percentage': 10}","{'amount': 94, 'percentage': 13.5}",חודש אחרון,5
70-79,"{'amount': 993, 'percentage': 9.6}","{'amount': 1574, 'percentage': 15.2}",מתחילת קורונה,1
70-79,"{'amount': 454, 'percentage': 10.3}","{'amount': 592, 'percentage': 13.5}",שנה,2
80-89,"{'amount': 411, 'percentage': 19.1}","{'amount': 418, 'percentage': 19.4}",3 חודשים,4
80-89,"{'amount': 1678, 'percentage': 16.2}","{'amount': 1827, 'percentage': 17.6}",מתחילת קורונה,1
80-89,"{'amount': 506, 'percentage': 17.5}","{'amount': 511, 'percentage': 17.7}",6 חודשים,3
80-89,"{'amount': 740, 'percentage': 16.8}","{'amount': 767, 'percentage': 17.4}",שנה,2
80-89,"{'amount': 124, 'percentage': 17.8}","{'amount': 137, 'percentage': 19.7}",חודש אחרון,5
90+,"{'amount': 253, 'percentage': 11.8}","{'amount': 228, 'percentage': 10.6}",3 חודשים,4
90+,"{'amount': 1088, 'percentage': 10.5}","{'amount': 820, 'percentage': 7.9}",מתחילת קורונה,1
90+,"{'amount': 309, 'percentage': 10.7}","{'amount': 256, 'percentage': 8.9}",6 חודשים,3
90+,"{'amount': 442, 'percentage': 10.1}","{'amount': 357, 'percentage': 8.1}",שנה,2
90+,"{'amount': 71, 'percentage': 10.2}","{'amount': 74, 'percentage': 10.6}",חודש אחרון,5
