Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,66,0,0,0,0
2020-12-20T00:00:00.000Z,7365,7431,0.08,0,0,0
2020-12-21T00:00:00.000Z,24886,32317,0.35,0,0,0
2020-12-22T00:00:00.000Z,44645,76962,0.83,0,0,0
2020-12-23T00:00:00.000Z,62976,139938,1.5,0,0,0
2020-12-24T00:00:00.000Z,73582,213520,2.3,0,0,0
2020-12-25T00:00:00.000Z,38753,252273,2.71,0,0,0
2020-12-26T00:00:00.000Z,32863,285136,3.07,0,0,0
2020-12-27T00:00:00.000Z,105108,390244,4.2,0,0,0
2020-12-28T00:00:00.000Z,135890,526134,5.66,0,0,0
2020-12-29T00:00:00.000Z,157353,683487,7.35,0,0,0
2020-12-30T00:00:00.000Z,154273,837760,9.01,0,0,0
2020-12-31T00:00:00.000Z,159604,997364,10.73,0,0,0
2021-01-01T00:00:00.000Z,72118,1069482,11.5,0,0,0
2021-01-02T00:00:00.000Z,72406,1141888,12.28,0,0,0
2021-01-03T00:00:00.000Z,150968,1292856,13.9,0,0,0
2021-01-04T00:00:00.000Z,153048,1445904,15.55,2,2,0
2021-01-05T00:00:00.000Z,126705,1572609,16.91,0,2,0
2021-01-06T00:00:00.000Z,104782,1677391,18.04,0,2,0
2021-01-07T00:00:00.000Z,117414,1794805,19.3,3,5,0
2021-01-08T00:00:00.000Z,67135,1861940,20.02,3,8,0
2021-01-09T00:00:00.000Z,44983,1906923,20.51,22,30,0
2021-01-10T00:00:00.000Z,38127,1945050,20.92,5980,6010,0.06
2021-01-11T00:00:00.000Z,21432,1966482,21.15,19232,25242,0.27
2021-01-12T00:00:00.000Z,24259,1990741,21.41,35635,60877,0.65
2021-01-13T00:00:00.000Z,52427,2043168,21.97,56898,117775,1.27
2021-01-14T00:00:00.000Z,56779,2099947,22.58,68889,186664,2.01
2021-01-15T00:00:00.000Z,30996,2130943,22.92,36124,222788,2.4
2021-01-16T00:00:00.000Z,29696,2160639,23.23,26187,248975,2.68
2021-01-17T00:00:00.000Z,68387,2229026,23.97,84562,333537,3.59
2021-01-18T00:00:00.000Z,69501,2298527,24.72,119954,453491,4.88
2021-01-19T00:00:00.000Z,72572,2371099,25.5,137270,590761,6.35
2021-01-20T00:00:00.000Z,76489,2447588,26.32,143155,733916,7.89
2021-01-21T00:00:00.000Z,69481,2517069,27.07,163620,897536,9.65
2021-01-22T00:00:00.000Z,37685,2554754,27.47,70799,968335,10.41
2021-01-23T00:00:00.000Z,39798,2594552,27.9,53411,1021746,10.99
2021-01-24T00:00:00.000Z,68891,2663443,28.64,140094,1161840,12.49
2021-01-25T00:00:00.000Z,80664,2744107,29.51,138930,1300770,13.99
2021-01-26T00:00:00.000Z,78433,2822540,30.35,125792,1426562,15.34
2021-01-27T00:00:00.000Z,77561,2900101,31.19,124443,1551005,16.68
2021-01-28T00:00:00.000Z,79311,2979412,32.04,130042,1681047,18.08
2021-01-29T00:00:00.000Z,36473,3015885,32.43,64510,1745557,18.77
2021-01-30T00:00:00.000Z,34227,3050112,32.8,42618,1788175,19.23
2021-01-31T00:00:00.000Z,73079,3123191,33.59,59235,1847410,19.87
2021-02-01T00:00:00.000Z,82123,3205314,34.47,35173,1882583,20.24
2021-02-02T00:00:00.000Z,69750,3275064,35.22,30862,1913445,20.58
2021-02-03T00:00:00.000Z,59976,3335040,35.86,51093,1964538,21.13
2021-02-04T00:00:00.000Z,72264,3407304,36.64,57772,2022310,21.75
2021-02-05T00:00:00.000Z,33724,3441028,37,28607,2050917,22.05
2021-02-06T00:00:00.000Z,21503,3462531,37.23,22102,2073019,22.29
2021-02-07T00:00:00.000Z,54040,3516571,37.82,68132,2141151,23.02
2021-02-08T00:00:00.000Z,58608,3575179,38.45,64784,2205935,23.72
2021-02-09T00:00:00.000Z,66149,3641328,39.16,66847,2272782,24.44
2021-02-10T00:00:00.000Z,70142,3711470,39.91,71741,2344523,25.21
2021-02-11T00:00:00.000Z,80353,3791823,40.78,71279,2415802,25.98
2021-02-12T00:00:00.000Z,38829,3830652,41.19,37336,2453138,26.38
2021-02-13T00:00:00.000Z,27349,3858001,41.49,30278,2483416,26.71
2021-02-14T00:00:00.000Z,74267,3932268,42.29,68692,2552108,27.44
2021-02-15T00:00:00.000Z,81055,4013323,43.16,75276,2627384,28.25
2021-02-16T00:00:00.000Z,83096,4096419,44.05,77067,2704451,29.08
2021-02-17T00:00:00.000Z,61502,4157921,44.71,74250,2778701,29.88
2021-02-18T00:00:00.000Z,68714,4226635,45.45,79152,2857853,30.73
2021-02-19T00:00:00.000Z,39437,4266072,45.88,37881,2895734,31.14
2021-02-20T00:00:00.000Z,31485,4297557,46.21,28497,2924231,31.45
2021-02-21T00:00:00.000Z,78993,4376550,47.06,78133,3002364,32.29
2021-02-22T00:00:00.000Z,84565,4461115,47.97,75850,3078214,33.1
2021-02-23T00:00:00.000Z,76902,4538017,48.8,69841,3148055,33.85
2021-02-24T00:00:00.000Z,60550,4598567,49.45,62493,3210548,34.52
2021-02-25T00:00:00.000Z,51239,4649806,50,64136,3274684,35.21
2021-02-26T00:00:00.000Z,24421,4674227,50.26,30532,3305216,35.54
2021-02-27T00:00:00.000Z,11300,4685527,50.39,12306,3317522,35.68
