name,coronaOccupancy,normalOccupancy,isolatedTeam
אוגוסטה ויקטוריה,,,1
שערי צדק,,92.62899017333984,37
אסותא אשדוד,,,13
בני ציון,,65.35797119140625,44
ברזילי,,61.83333206176758,31
הדסה עין כרם,,97.30094146728516,39
הכרמל,,69.52965545654297,12
הלל יפה,,79.61164855957031,20
המרכזי בעמק,,65.68965148925781,60
המשפחה הקדושה,,,0
הסקוטי,,98.58155822753906,3
השרון ק. גולדה,,55.18672180175781,3
וולפסון,,61.93265151977539,24
זיו צפת,,67.72334289550781,3
לניאדו,,89.69359588623047,35
אל מקאסד,,,0
מעייני הישועה,,90.73482513427734,16
נהריה,,73.99723052978516,19
סוראסקי,,95.73014831542969,40
סורוקה,,64.90008544921875,16
סנט ג'וזף,,,0
סנט וינסנט,,62.68656539916992,3
פוריה,,54.36619567871094,8
קפלן,,86.82310485839844,27
רבין ק. בילינסון,,79.76048278808594,80
"רמב""ם",,83.71134185791016,28
שיבא,,91.96202850341797,59
שמיר (אסף הרופא),,60.38159561157227,30
שניידר,,,0
מאיר,,70.5655517578125,36
