name,coronaOccupancy,normalOccupancy,isolatedTeam
יוספטל,300,,0
סורוקה,48,,0
זיו צפת,30,,0
שיבא,28.000000000000004,,0
סוראסקי,28.000000000000004,,0
הכרמל,26,,0
המשפחה הקדושה,23,,0
הלל יפה,21,,0
וולפסון,21,,0
קפלן,21,,0
נהריה,17,,0
אסותא אשדוד,17,,0
המרכזי בעמק,16,,0
הסקוטי,15,,0
פוריה,14.000000000000002,,0
"רמב""ם",14.000000000000002,,0
רבין ק. בילינסון,14.000000000000002,,0
שערי צדק,13,,0
שמיר,12,,0
מאיר,11,,0
אוגוסטה ויקטוריה,11,,0
הדסה הר הצופים,11,,0
בני ציון,10,,0
הדסה עין כרם,9,,0
לניאדו,9,,0
ברזילי,8,,0
שניידר,7.000000000000001,,0
סנט ג'וזף,5,,0
אל מקאסד,3,,0
רבין ק. השרון,3,,0
מעייני הישועה,2,,0
סנט וינסנט,0,,0
