Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,45,62,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7379,7441,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24889,32330,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44624,76954,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62851,139805,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73359,213164,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38467,251631,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32586,284217,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104434,388651,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134884,523535,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,156093,679628,7.31,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152889,832517,8.95,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158336,990853,10.66,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71296,1062149,11.42,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71649,1133798,12.19,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149506,1283304,13.8,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,151957,1435261,15.43,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,124946,1560207,16.78,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103146,1663353,17.89,1,2,0,0,0,0
2021-01-07T00:00:00.000Z,115870,1779223,19.13,5,7,0,0,0,0
2021-01-08T00:00:00.000Z,66325,1845548,19.85,3,10,0,0,0,0
2021-01-09T00:00:00.000Z,44465,1890013,20.32,22,32,0,0,0,0
2021-01-10T00:00:00.000Z,37557,1927570,20.73,5989,6021,0.06,0,0,0
2021-01-11T00:00:00.000Z,21035,1948605,20.95,19239,25260,0.27,0,0,0
