day_date,age_group,verified_amount_vaccinated,verified_amount_expired,verified_amount_not_vaccinated,verified_vaccinated_normalized,verified_expired_normalized,verified_not_vaccinated_normalized
2021-01-17T00:00:00.000Z,כלל האוכלוסיה,1,0,4712,4.5,,65.1
2021-01-17T00:00:00.000Z,מתחת לגיל 60,1,0,4436,7.4,,65.2
2021-01-17T00:00:00.000Z,מעל גיל 60,0,0,243,,,52.5
2021-01-18T00:00:00.000Z,כלל האוכלוסיה,7,0,8710,16.6,,121.5
2021-01-18T00:00:00.000Z,מתחת לגיל 60,3,0,8294,13,,123.1
2021-01-18T00:00:00.000Z,מעל גיל 60,4,0,346,21,,75.8
2021-01-19T00:00:00.000Z,מתחת לגיל 60,6,0,6955,16.7,,104.2
2021-01-19T00:00:00.000Z,כלל האוכלוסיה,8,0,7323,10.2,,103.2
2021-01-19T00:00:00.000Z,מעל גיל 60,2,0,319,4.7,,70.9
2021-01-20T00:00:00.000Z,מתחת לגיל 60,9,0,6788,17.2,,102.8
2021-01-20T00:00:00.000Z,מעל גיל 60,9,0,323,10.8,,72.8
2021-01-20T00:00:00.000Z,כלל האוכלוסיה,18,0,7152,13.2,,101.9
2021-01-21T00:00:00.000Z,מתחת לגיל 60,16,0,5913,22.9,,90.4
2021-01-21T00:00:00.000Z,כלל האוכלוסיה,26,0,6253,12.6,,90
2021-01-21T00:00:00.000Z,מעל גיל 60,10,0,298,7.4,,68.3
2021-01-22T00:00:00.000Z,מתחת לגיל 60,7,0,6031,9,,92.7
2021-01-22T00:00:00.000Z,כלל האוכלוסיה,25,0,6314,10.3,,91.3
2021-01-22T00:00:00.000Z,מעל גיל 60,17,0,254,10.4,,58.7
2021-01-23T00:00:00.000Z,מעל גיל 60,7,0,121,3.8,,28.1
2021-01-23T00:00:00.000Z,מתחת לגיל 60,5,0,1871,6.1,,28.9
2021-01-23T00:00:00.000Z,כלל האוכלוסיה,12,0,2009,4.5,,29.2
2021-01-24T00:00:00.000Z,מעל גיל 60,21,0,193,8.5,,45.6
2021-01-24T00:00:00.000Z,כלל האוכלוסיה,29,0,4081,8.2,,60
2021-01-24T00:00:00.000Z,מתחת לגיל 60,8,0,3855,7.7,,60.2
2021-01-25T00:00:00.000Z,כלל האוכלוסיה,73,0,7382,15.3,,109.8
2021-01-25T00:00:00.000Z,מתחת לגיל 60,23,0,7030,16,,111
2021-01-25T00:00:00.000Z,מעל גיל 60,50,0,320,15.2,,76.8
2021-01-26T00:00:00.000Z,כלל האוכלוסיה,95,0,6611,15.5,,99.5
2021-01-26T00:00:00.000Z,מתחת לגיל 60,29,0,6263,15.2,,100
2021-01-26T00:00:00.000Z,מעל גיל 60,66,0,299,15.8,,72.9
2021-01-27T00:00:00.000Z,כלל האוכלוסיה,121,0,6447,16,,98.2
2021-01-27T00:00:00.000Z,מעל גיל 60,78,0,262,15.4,,64.8
2021-01-27T00:00:00.000Z,מתחת לגיל 60,43,0,6103,17.5,,98.6
2021-01-28T00:00:00.000Z,כלל האוכלוסיה,173,0,5874,18.8,,90.5
2021-01-28T00:00:00.000Z,מתחת לגיל 60,54,0,5556,17.1,,90.8
2021-01-28T00:00:00.000Z,מעל גיל 60,119,0,278,19.9,,69.7
2021-01-29T00:00:00.000Z,מתחת לגיל 60,39,0,5330,11.2,,87.6
2021-01-29T00:00:00.000Z,מעל גיל 60,91,0,205,14.3,,51.7
2021-01-29T00:00:00.000Z,כלל האוכלוסיה,130,0,5566,13.1,,86.3
2021-01-30T00:00:00.000Z,מתחת לגיל 60,11,0,2015,2.9,,33.3
2021-01-30T00:00:00.000Z,מעל גיל 60,26,0,114,3.9,,28.9
2021-01-30T00:00:00.000Z,כלל האוכלוסיה,37,0,2142,3.5,,33.4
2021-01-31T00:00:00.000Z,מעל גיל 60,59,0,157,8,,40.3
2021-01-31T00:00:00.000Z,מתחת לגיל 60,46,0,3938,10.4,,65.8
2021-01-31T00:00:00.000Z,כלל האוכלוסיה,105,0,4115,8.8,,64.9
2021-02-01T00:00:00.000Z,מעל גיל 60,132,0,287,16.5,,74.7
2021-02-01T00:00:00.000Z,מתחת לגיל 60,86,0,6942,16.7,,117.6
2021-02-01T00:00:00.000Z,כלל האוכלוסיה,218,0,7261,16.4,,116
2021-02-02T00:00:00.000Z,מעל גיל 60,133,0,287,15.5,,75.8
2021-02-02T00:00:00.000Z,כלל האוכלוסיה,225,0,6528,15.5,,105.4
2021-02-02T00:00:00.000Z,מתחת לגיל 60,92,0,6198,15.8,,106.1
2021-02-03T00:00:00.000Z,מתחת לגיל 60,87,0,5779,13.4,,99.9
2021-02-03T00:00:00.000Z,כלל האוכלוסיה,178,0,6070,11.3,,99
2021-02-03T00:00:00.000Z,מעל גיל 60,91,0,232,10,,62.2
2021-02-04T00:00:00.000Z,כלל האוכלוסיה,198,0,5983,11.6,,98.7
2021-02-04T00:00:00.000Z,מתחת לגיל 60,77,0,5690,10.7,,99.5
2021-02-04T00:00:00.000Z,מעל גיל 60,121,0,251,12.5,,68
2021-02-05T00:00:00.000Z,כלל האוכלוסיה,170,0,5352,9.6,,88.8
2021-02-05T00:00:00.000Z,מתחת לגיל 60,78,0,5081,10.2,,89.3
2021-02-05T00:00:00.000Z,מעל גיל 60,91,0,240,9.2,,65.4
2021-02-06T00:00:00.000Z,מתחת לגיל 60,32,0,2003,4,,35.3
2021-02-06T00:00:00.000Z,מעל גיל 60,34,0,133,3.4,,36.4
2021-02-06T00:00:00.000Z,כלל האוכלוסיה,66,0,2145,3.6,,35.7
2021-02-07T00:00:00.000Z,מעל גיל 60,72,0,157,7,,43.4
2021-02-07T00:00:00.000Z,מתחת לגיל 60,65,0,3463,7.8,,61.6
2021-02-07T00:00:00.000Z,כלל האוכלוסיה,137,0,3631,7.3,,61
2021-02-08T00:00:00.000Z,מעל גיל 60,108,0,284,10.4,,79.3
2021-02-08T00:00:00.000Z,מתחת לגיל 60,69,0,6166,8,,110.8
2021-02-08T00:00:00.000Z,כלל האוכלוסיה,177,0,6478,9.2,,109.9
2021-02-09T00:00:00.000Z,מעל גיל 60,83,0,240,8,,67.9
2021-02-09T00:00:00.000Z,כלל האוכלוסיה,149,0,5077,7.7,,87.1
2021-02-09T00:00:00.000Z,מתחת לגיל 60,66,0,4810,7.5,,87.4
