section,female,male,period
0-9,"{'amount': 54, 'percentage': 0.5}","{'amount': 81, 'percentage': 0.7}",שנה
0-9,"{'amount': 70, 'percentage': 0.2}","{'amount': 111, 'percentage': 0.4}",מתחילת קורונה
0-9,"{'amount': 40, 'percentage': 0.6}","{'amount': 59, 'percentage': 0.8}",6 חודשים
0-9,"{'amount': 32, 'percentage': 0.5}","{'amount': 53, 'percentage': 0.9}",3 חודשים
0-9,"{'amount': 3, 'percentage': 0.3}","{'amount': 15, 'percentage': 1.7}",חודש אחרון
10-19,"{'amount': 4, 'percentage': 0.5}","{'amount': 2, 'percentage': 0.2}",חודש אחרון
10-19,"{'amount': 35, 'percentage': 0.3}","{'amount': 43, 'percentage': 0.4}",שנה
10-19,"{'amount': 77, 'percentage': 0.3}","{'amount': 77, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 21, 'percentage': 0.3}","{'amount': 30, 'percentage': 0.4}",6 חודשים
10-19,"{'amount': 14, 'percentage': 0.2}","{'amount': 23, 'percentage': 0.4}",3 חודשים
20-29,"{'amount': 43, 'percentage': 0.6}","{'amount': 44, 'percentage': 0.6}",6 חודשים
20-29,"{'amount': 20, 'percentage': 0.3}","{'amount': 34, 'percentage': 0.6}",3 חודשים
20-29,"{'amount': 270, 'percentage': 1}","{'amount': 238, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 98, 'percentage': 0.8}","{'amount': 92, 'percentage': 0.8}",שנה
20-29,"{'amount': 2, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.5}",חודש אחרון
30-39,"{'amount': 231, 'percentage': 1.9}","{'amount': 219, 'percentage': 1.8}",שנה
30-39,"{'amount': 582, 'percentage': 2.1}","{'amount': 623, 'percentage': 2.2}",מתחילת קורונה
30-39,"{'amount': 87, 'percentage': 1.2}","{'amount': 83, 'percentage': 1.2}",6 חודשים
30-39,"{'amount': 52, 'percentage': 0.9}","{'amount': 52, 'percentage': 0.9}",3 חודשים
30-39,"{'amount': 7, 'percentage': 0.8}","{'amount': 8, 'percentage': 0.9}",חודש אחרון
40-49,"{'amount': 955, 'percentage': 3.4}","{'amount': 1397, 'percentage': 4.9}",מתחילת קורונה
40-49,"{'amount': 344, 'percentage': 2.9}","{'amount': 479, 'percentage': 4}",שנה
40-49,"{'amount': 129, 'percentage': 1.8}","{'amount': 188, 'percentage': 2.7}",6 חודשים
40-49,"{'amount': 74, 'percentage': 1.2}","{'amount': 122, 'percentage': 2}",3 חודשים
40-49,"{'amount': 9, 'percentage': 1}","{'amount': 15, 'percentage': 1.7}",חודש אחרון
50-59,"{'amount': 542, 'percentage': 4.6}","{'amount': 721, 'percentage': 6.1}",שנה
50-59,"{'amount': 20, 'percentage': 2.3}","{'amount': 31, 'percentage': 3.5}",חודש אחרון
50-59,"{'amount': 1552, 'percentage': 5.5}","{'amount': 2206, 'percentage': 7.8}",מתחילת קורונה
50-59,"{'amount': 257, 'percentage': 3.7}","{'amount': 358, 'percentage': 5.1}",6 חודשים
50-59,"{'amount': 179, 'percentage': 3}","{'amount': 271, 'percentage': 4.5}",3 חודשים
60-69,"{'amount': 2170, 'percentage': 7.7}","{'amount': 3229, 'percentage': 11.4}",מתחילת קורונה
60-69,"{'amount': 887, 'percentage': 7.5}","{'amount': 1160, 'percentage': 9.8}",שנה
60-69,"{'amount': 477, 'percentage': 6.8}","{'amount': 647, 'percentage': 9.2}",6 חודשים
60-69,"{'amount': 378, 'percentage': 6.3}","{'amount': 533, 'percentage': 8.9}",3 חודשים
60-69,"{'amount': 43, 'percentage': 4.9}","{'amount': 82, 'percentage': 9.3}",חודש אחרון
70-79,"{'amount': 1186, 'percentage': 10}","{'amount': 1504, 'percentage': 12.7}",שנה
70-79,"{'amount': 101, 'percentage': 11.5}","{'amount': 127, 'percentage': 14.4}",חודש אחרון
70-79,"{'amount': 2705, 'percentage': 9.6}","{'amount': 3588, 'percentage': 12.7}",מתחילת קורונה
70-79,"{'amount': 734, 'percentage': 10.5}","{'amount': 943, 'percentage': 13.4}",6 חודשים
70-79,"{'amount': 631, 'percentage': 10.5}","{'amount': 843, 'percentage': 14.1}",3 חודשים
80-89,"{'amount': 1505, 'percentage': 12.7}","{'amount': 1468, 'percentage': 12.3}",שנה
80-89,"{'amount': 3051, 'percentage': 10.8}","{'amount': 2952, 'percentage': 10.4}",מתחילת קורונה
80-89,"{'amount': 1015, 'percentage': 14.5}","{'amount': 977, 'percentage': 13.9}",6 חודשים
80-89,"{'amount': 931, 'percentage': 15.5}","{'amount': 913, 'percentage': 15.2}",3 חודשים
80-89,"{'amount': 131, 'percentage': 14.9}","{'amount': 153, 'percentage': 17.4}",חודש אחרון
90+,"{'amount': 744, 'percentage': 6.3}","{'amount': 496, 'percentage': 4.2}",שנה
90+,"{'amount': 508, 'percentage': 7.2}","{'amount': 383, 'percentage': 5.5}",6 חודשים
90+,"{'amount': 1448, 'percentage': 5.1}","{'amount': 966, 'percentage': 3.4}",מתחילת קורונה
90+,"{'amount': 468, 'percentage': 7.8}","{'amount': 366, 'percentage': 6.1}",3 חודשים
90+,"{'amount': 64, 'percentage': 7.3}","{'amount': 59, 'percentage': 6.7}",חודש אחרון
