date,amount,recovered,avg,sum
2020-02-12T00:00:00.000Z,0,0,7,7
2020-02-13T00:00:00.000Z,0,0,3,7
2020-02-14T00:00:00.000Z,0,0,2,7
2020-02-15T00:00:00.000Z,0,0,1,7
2020-02-16T00:00:00.000Z,0,0,1,7
2020-02-17T00:00:00.000Z,0,0,1,7
2020-02-18T00:00:00.000Z,0,0,1,7
2020-02-19T00:00:00.000Z,0,0,0,7
2020-02-20T00:00:00.000Z,0,0,0,7
2020-02-21T00:00:00.000Z,1,0,0,8
2020-02-22T00:00:00.000Z,0,0,0,8
2020-02-23T00:00:00.000Z,0,0,0,8
2020-02-24T00:00:00.000Z,1,0,0,9
2020-02-25T00:00:00.000Z,0,0,0,9
2020-02-26T00:00:00.000Z,0,0,0,9
2020-02-27T00:00:00.000Z,1,0,0,10
2020-02-28T00:00:00.000Z,3,0,0,13
2020-02-29T00:00:00.000Z,0,0,0,13
2020-03-01T00:00:00.000Z,1,0,0,14
2020-03-02T00:00:00.000Z,5,0,0,19
2020-03-03T00:00:00.000Z,3,0,1,22
2020-03-04T00:00:00.000Z,0,0,1,22
2020-03-05T00:00:00.000Z,2,0,1,24
2020-03-06T00:00:00.000Z,4,0,2,28
2020-03-07T00:00:00.000Z,4,0,2,32
2020-03-08T00:00:00.000Z,9,0,2,41
2020-03-09T00:00:00.000Z,4,0,3,45
2020-03-10T00:00:00.000Z,33,0,3,78
2020-03-11T00:00:00.000Z,19,0,8,97
2020-03-12T00:00:00.000Z,22,0,10,119
2020-03-13T00:00:00.000Z,35,1,13,154
2020-03-14T00:00:00.000Z,29,0,18,183
2020-03-15T00:00:00.000Z,39,0,21,222
2020-03-16T00:00:00.000Z,73,0,25,295
2020-03-17T00:00:00.000Z,94,2,35,389
2020-03-18T00:00:00.000Z,118,2,44,507
2020-03-19T00:00:00.000Z,136,4,58,643
2020-03-20T00:00:00.000Z,168,1,74,811
2020-03-21T00:00:00.000Z,210,1,93,1021
2020-03-22T00:00:00.000Z,254,4,119,1275
2020-03-23T00:00:00.000Z,352,6,150,1627
2020-03-24T00:00:00.000Z,423,5,190,2050
2020-03-25T00:00:00.000Z,425,6,237,2475
2020-03-26T00:00:00.000Z,520,10,281,2995
2020-03-27T00:00:00.000Z,435,18,336,3430
2020-03-28T00:00:00.000Z,480,9,374,3910
2020-03-29T00:00:00.000Z,531,15,412,4441
2020-03-30T00:00:00.000Z,548,33,452,4989
2020-03-31T00:00:00.000Z,738,44,480,5727
2020-04-01T00:00:00.000Z,703,85,525,6423
2020-04-02T00:00:00.000Z,720,83,564,7143
2020-04-03T00:00:00.000Z,598,57,592,7741
2020-04-04T00:00:00.000Z,428,55,615,8169
2020-04-05T00:00:00.000Z,583,98,608,8752
2020-04-06T00:00:00.000Z,451,120,615,9203
2020-04-07T00:00:00.000Z,377,122,602,9580
2020-04-08T00:00:00.000Z,338,109,550,9918
2020-04-09T00:00:00.000Z,343,111,499,10261
2020-04-10T00:00:00.000Z,359,127,445,10620
2020-04-11T00:00:00.000Z,345,121,411,10965
2020-04-12T00:00:00.000Z,552,261,399,11517
2020-04-13T00:00:00.000Z,438,281,395,11955
2020-04-14T00:00:00.000Z,399,287,393,12354
2020-04-15T00:00:00.000Z,311,274,396,12665
2020-04-16T00:00:00.000Z,297,324,392,12962
2020-04-17T00:00:00.000Z,298,352,385,13260
2020-04-18T00:00:00.000Z,291,243,377,13551
2020-04-19T00:00:00.000Z,276,386,369,13827
2020-04-20T00:00:00.000Z,299,451,330,14126
2020-04-21T00:00:00.000Z,282,371,310,14408
2020-04-22T00:00:00.000Z,225,388,293,14633
2020-04-23T00:00:00.000Z,276,333,281,14909
2020-04-24T00:00:00.000Z,248,342,278,15157
2020-04-25T00:00:00.000Z,159,374,271,15316
2020-04-26T00:00:00.000Z,83,423,252,15399
2020-04-27T00:00:00.000Z,128,458,224,15527
2020-04-28T00:00:00.000Z,159,547,200,15686
2020-04-29T00:00:00.000Z,82,332,182,15768
2020-04-30T00:00:00.000Z,142,415,162,15910
2020-05-01T00:00:00.000Z,116,406,143,16026
2020-05-02T00:00:00.000Z,57,283,124,16083
2020-05-03T00:00:00.000Z,27,296,109,16110
2020-05-04T00:00:00.000Z,53,257,101,16163
2020-05-05T00:00:00.000Z,32,311,90,16195
2020-05-06T00:00:00.000Z,65,255,72,16260
2020-05-07T00:00:00.000Z,61,226,70,16321
2020-05-08T00:00:00.000Z,33,220,58,16354
2020-05-09T00:00:00.000Z,19,83,46,16373
2020-05-10T00:00:00.000Z,29,168,41,16402
2020-05-11T00:00:00.000Z,39,315,41,16441
2020-05-12T00:00:00.000Z,23,254,39,16464
2020-05-13T00:00:00.000Z,39,180,38,16503
2020-05-14T00:00:00.000Z,22,236,34,16525
2020-05-15T00:00:00.000Z,12,158,29,16537
2020-05-16T00:00:00.000Z,5,102,26,16542
2020-05-17T00:00:00.000Z,15,151,24,16557
2020-05-18T00:00:00.000Z,27,274,22,16584
2020-05-19T00:00:00.000Z,22,153,20,16606
2020-05-20T00:00:00.000Z,15,114,20,16621
2020-05-21T00:00:00.000Z,17,128,16,16638
2020-05-22T00:00:00.000Z,19,162,16,16657
2020-05-23T00:00:00.000Z,5,44,17,16662
2020-05-24T00:00:00.000Z,13,115,17,16675
2020-05-25T00:00:00.000Z,22,128,16,16697
2020-05-26T00:00:00.000Z,50,92,16,16747
2020-05-27T00:00:00.000Z,40,61,20,16787
2020-05-28T00:00:00.000Z,77,115,23,16864
2020-05-29T00:00:00.000Z,113,36,32,16977
2020-05-30T00:00:00.000Z,29,40,45,17006
2020-05-31T00:00:00.000Z,87,61,49,17093
2020-06-01T00:00:00.000Z,100,69,59,17193
2020-06-02T00:00:00.000Z,121,54,70,17314
2020-06-03T00:00:00.000Z,97,27,81,17411
2020-06-04T00:00:00.000Z,142,40,89,17553
2020-06-05T00:00:00.000Z,127,37,98,17680
2020-06-06T00:00:00.000Z,78,24,100,17758
2020-06-07T00:00:00.000Z,140,43,107,17898
2020-06-08T00:00:00.000Z,179,40,115,18077
2020-06-09T00:00:00.000Z,174,52,126,18251
2020-06-10T00:00:00.000Z,240,61,133,18491
2020-06-11T00:00:00.000Z,192,62,154,18683
2020-06-12T00:00:00.000Z,184,54,161,18867
2020-06-13T00:00:00.000Z,149,41,169,19016
2020-06-14T00:00:00.000Z,136,59,179,19152
2020-06-15T00:00:00.000Z,198,88,179,19350
2020-06-16T00:00:00.000Z,300,56,181,19650
2020-06-17T00:00:00.000Z,271,46,199,19921
2020-06-18T00:00:00.000Z,302,55,204,20223
2020-06-19T00:00:00.000Z,310,57,220,20533
2020-06-20T00:00:00.000Z,160,36,238,20693
2020-06-21T00:00:00.000Z,173,50,239,20866
2020-06-22T00:00:00.000Z,345,57,244,21211
2020-06-23T00:00:00.000Z,452,83,265,21663
2020-06-24T00:00:00.000Z,487,71,287,22150
2020-06-25T00:00:00.000Z,516,77,318,22666
2020-06-26T00:00:00.000Z,464,130,349,23130
2020-06-27T00:00:00.000Z,398,49,371,23528
2020-06-28T00:00:00.000Z,385,137,405,23913
2020-06-29T00:00:00.000Z,757,161,435,24670
2020-06-30T00:00:00.000Z,786,136,494,25456
2020-07-01T00:00:00.000Z,971,102,541,26427
2020-07-02T00:00:00.000Z,1148,145,611,27575
2020-07-03T00:00:00.000Z,939,116,701,28514
2020-07-04T00:00:00.000Z,821,75,769,29335
2020-07-05T00:00:00.000Z,831,164,829,30166
2020-07-06T00:00:00.000Z,1134,214,893,31300
2020-07-07T00:00:00.000Z,1390,193,947,32690
2020-07-08T00:00:00.000Z,1327,237,1033,34017
2020-07-09T00:00:00.000Z,1524,237,1084,35541
2020-07-10T00:00:00.000Z,1410,213,1138,36951
2020-07-11T00:00:00.000Z,1168,191,1205,38119
2020-07-12T00:00:00.000Z,1239,342,1254,39358
2020-07-13T00:00:00.000Z,1720,365,1313,41078
2020-07-14T00:00:00.000Z,1603,312,1396,42681
2020-07-15T00:00:00.000Z,1877,369,1427,44558
2020-07-16T00:00:00.000Z,1937,507,1505,46495
2020-07-17T00:00:00.000Z,1605,480,1564,48100
2020-07-18T00:00:00.000Z,1448,443,1592,49548
2020-07-19T00:00:00.000Z,1016,522,1632,50564
2020-07-20T00:00:00.000Z,1887,625,1600,52451
2020-07-21T00:00:00.000Z,2006,633,1624,54457
2020-07-22T00:00:00.000Z,2044,3736,1682,56501
2020-07-23T00:00:00.000Z,1989,6478,1706,58490
2020-07-24T00:00:00.000Z,1830,1616,1713,60320
2020-07-25T00:00:00.000Z,1112,589,1745,61432
2020-07-26T00:00:00.000Z,1042,2746,1697,62474
2020-07-27T00:00:00.000Z,2048,1769,1701,64522
2020-07-28T00:00:00.000Z,2125,1571,1724,66647
2020-07-29T00:00:00.000Z,1954,1403,1741,68601
2020-07-30T00:00:00.000Z,1787,1681,1728,70388
2020-07-31T00:00:00.000Z,1362,1296,1699,71750
2020-08-01T00:00:00.000Z,625,537,1632,72375
2020-08-02T00:00:00.000Z,708,2439,1563,73083
2020-08-03T00:00:00.000Z,1800,1795,1515,74883
2020-08-04T00:00:00.000Z,1729,1649,1480,76612
2020-08-05T00:00:00.000Z,1690,1483,1423,78302
2020-08-06T00:00:00.000Z,1677,1770,1385,79979
2020-08-07T00:00:00.000Z,1764,1229,1370,81743
2020-08-08T00:00:00.000Z,754,605,1427,82497
2020-08-09T00:00:00.000Z,924,2238,1446,83421
