section,female,male,period,order_period
0-9,"{'amount': 1, 'percentage': 0.7}","{'amount': 1, 'percentage': 0.7}",חודש אחרון,5
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 22, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 15, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 2, 'percentage': 0.7}","{'amount': 1, 'percentage': 0.4}",3 חודשים,4
0-9,"{'amount': 22, 'percentage': 0.1}","{'amount': 24, 'percentage': 0.1}",מתחילת קורונה,1
10-19,"{'amount': 45, 'percentage': 0.3}","{'amount': 29, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.7}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 2, 'percentage': 0.7}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 20, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 43, 'percentage': 0.3}","{'amount': 27, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 87, 'percentage': 1.4}","{'amount': 80, 'percentage': 1.3}",6 חודשים,3
20-29,"{'amount': 2, 'percentage': 0.7}","{'amount': 3, 'percentage': 1.1}",3 חודשים,4
20-29,"{'amount': 1, 'percentage': 0.7}","{'amount': 2, 'percentage': 1.4}",חודש אחרון,5
20-29,"{'amount': 161, 'percentage': 1}","{'amount': 140, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 156, 'percentage': 1}","{'amount': 135, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 338, 'percentage': 2.1}","{'amount': 389, 'percentage': 2.4}",שנה,2
30-39,"{'amount': 205, 'percentage': 3.3}","{'amount': 201, 'percentage': 3.2}",6 חודשים,3
30-39,"{'amount': 13, 'percentage': 4.6}","{'amount': 3, 'percentage': 1.1}",3 חודשים,4
30-39,"{'amount': 4, 'percentage': 2.9}","{'amount': 1, 'percentage': 0.7}",חודש אחרון,5
30-39,"{'amount': 349, 'percentage': 2.1}","{'amount': 411, 'percentage': 2.4}",מתחילת קורונה,1
40-49,"{'amount': 558, 'percentage': 3.5}","{'amount': 902, 'percentage': 5.6}",שנה,2
40-49,"{'amount': 285, 'percentage': 4.6}","{'amount': 434, 'percentage': 7}",6 חודשים,3
40-49,"{'amount': 7, 'percentage': 2.5}","{'amount': 18, 'percentage': 6.4}",3 חודשים,4
40-49,"{'amount': 3, 'percentage': 2.2}","{'amount': 8, 'percentage': 5.8}",חודש אחרון,5
40-49,"{'amount': 576, 'percentage': 3.4}","{'amount': 940, 'percentage': 5.6}",מתחילת קורונה,1
50-59,"{'amount': 414, 'percentage': 6.6}","{'amount': 582, 'percentage': 9.3}",6 חודשים,3
50-59,"{'amount': 20, 'percentage': 7.1}","{'amount': 9, 'percentage': 3.2}",3 חודשים,4
50-59,"{'amount': 956, 'percentage': 5.9}","{'amount': 1446, 'percentage': 9}",שנה,2
50-59,"{'amount': 987, 'percentage': 5.8}","{'amount': 1527, 'percentage': 9}",מתחילת קורונה,1
50-59,"{'amount': 7, 'percentage': 5.1}","{'amount': 4, 'percentage': 2.9}",חודש אחרון,5
60-69,"{'amount': 32, 'percentage': 11.3}","{'amount': 23, 'percentage': 8.2}",3 חודשים,4
60-69,"{'amount': 505, 'percentage': 8.1}","{'amount': 632, 'percentage': 10.1}",6 חודשים,3
60-69,"{'amount': 13, 'percentage': 9.4}","{'amount': 13, 'percentage': 9.4}",חודש אחרון,5
60-69,"{'amount': 1322, 'percentage': 7.8}","{'amount': 2129, 'percentage': 12.6}",מתחילת קורונה,1
60-69,"{'amount': 1280, 'percentage': 7.9}","{'amount': 2027, 'percentage': 12.6}",שנה,2
70-79,"{'amount': 20, 'percentage': 14.5}","{'amount': 19, 'percentage': 13.8}",חודש אחרון,5
70-79,"{'amount': 38, 'percentage': 13.5}","{'amount': 36, 'percentage': 12.8}",3 חודשים,4
70-79,"{'amount': 582, 'percentage': 9.3}","{'amount': 667, 'percentage': 10.7}",6 חודשים,3
70-79,"{'amount': 1502, 'percentage': 9.3}","{'amount': 2100, 'percentage': 13}",שנה,2
70-79,"{'amount': 1561, 'percentage': 9.2}","{'amount': 2232, 'percentage': 13.2}",מתחילת קורונה,1
80-89,"{'amount': 22, 'percentage': 7.8}","{'amount': 31, 'percentage': 11}",3 חודשים,4
80-89,"{'amount': 1519, 'percentage': 9.4}","{'amount': 1495, 'percentage': 9.3}",שנה,2
80-89,"{'amount': 593, 'percentage': 9.5}","{'amount': 500, 'percentage': 8}",6 חודשים,3
80-89,"{'amount': 14, 'percentage': 10.1}","{'amount': 19, 'percentage': 13.8}",חודש אחרון,5
80-89,"{'amount': 1618, 'percentage': 9.6}","{'amount': 1582, 'percentage': 9.3}",מתחילת קורונה,1
90+,"{'amount': 765, 'percentage': 4.5}","{'amount': 513, 'percentage': 3}",מתחילת קורונה,1
90+,"{'amount': 4, 'percentage': 2.9}","{'amount': 3, 'percentage': 2.2}",חודש אחרון,5
90+,"{'amount': 15, 'percentage': 5.3}","{'amount': 5, 'percentage': 1.8}",3 חודשים,4
90+,"{'amount': 234, 'percentage': 3.8}","{'amount': 176, 'percentage': 2.8}",6 חודשים,3
90+,"{'amount': 714, 'percentage': 4.4}","{'amount': 476, 'percentage': 3}",שנה,2
