gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,416943,10.5,7,0.1,30,0.5,112,0.4
זכר,0-9,חודש אחרון,20171,6.9,0,0,1,0.4,14,1.7
זכר,0-9,6 חודשים,281006,10.5,4,0.2,18,1.2,57,0.8
זכר,0-9,3 חודשים,249719,11,2,0.1,15,1.2,50,0.8
זכר,0-9,שנה,348462,11.1,5,0.1,22,0.9,82,0.7
נקבה,0-9,3 חודשים,182857,8,2,0.1,8,0.7,32,0.5
נקבה,0-9,6 חודשים,214218,8,2,0.1,8,0.5,39,0.6
נקבה,0-9,מתחילת קורונה,332495,8.3,5,0,15,0.3,70,0.2
נקבה,0-9,שנה,275038,8.7,2,0,9,0.4,53,0.4
נקבה,0-9,חודש אחרון,15772,5.4,0,0,2,0.7,2,0.2
זכר,10-19,מתחילת קורונה,418303,10.5,7,0.1,23,0.4,78,0.3
זכר,10-19,חודש אחרון,17341,5.9,0,0,0,0,1,0.1
זכר,10-19,6 חודשים,271812,10.2,4,0.2,10,0.7,27,0.4
זכר,10-19,3 חודשים,228585,10,4,0.2,9,0.7,23,0.4
זכר,10-19,שנה,321807,10.2,5,0.1,14,0.6,43,0.4
נקבה,10-19,חודש אחרון,17464,6,0,0,1,0.4,3,0.4
נקבה,10-19,6 חודשים,262983,9.8,2,0.1,10,0.7,17,0.2
נקבה,10-19,שנה,313485,9.9,4,0.1,15,0.6,35,0.3
נקבה,10-19,מתחילת קורונה,397475,10,7,0.1,23,0.4,77,0.3
נקבה,10-19,3 חודשים,210538,9.2,2,0.1,9,0.7,13,0.2
זכר,20-29,3 חודשים,116473,5.1,2,0.1,10,0.8,31,0.5
זכר,20-29,6 חודשים,143559,5.4,3,0.1,15,1,42,0.6
זכר,20-29,מתחילת קורונה,243455,6.1,24,0.2,53,0.9,238,0.8
זכר,20-29,שנה,172422,5.5,5,0.1,22,0.9,90,0.8
זכר,20-29,חודש אחרון,16909,5.8,1,0.5,3,1.1,1,0.1
נקבה,20-29,מתחילת קורונה,341073,8.6,22,0.2,58,1,271,1
נקבה,20-29,3 חודשים,181954,8,5,0.2,10,0.8,18,0.3
נקבה,20-29,6 חודשים,221170,8.3,7,0.3,14,0.9,37,0.5
נקבה,20-29,שנה,257871,8.2,9,0.2,21,0.9,99,0.8
נקבה,20-29,חודש אחרון,24175,8.3,0,0,1,0.4,2,0.2
זכר,30-39,3 חודשים,132181,5.8,8,0.4,23,1.9,55,0.9
זכר,30-39,6 חודשים,154704,5.8,13,0.5,33,2.2,76,1.1
זכר,30-39,מתחילת קורונה,235480,5.9,52,0.5,102,1.7,627,2.2
זכר,30-39,שנה,182657,5.8,24,0.6,47,2,216,1.8
זכר,30-39,חודש אחרון,19861,6.8,2,1.1,10,3.5,11,1.4
נקבה,30-39,מתחילת קורונה,338997,8.5,36,0.3,101,1.7,584,2
נקבה,30-39,חודש אחרון,26529,9.1,0,0,4,1.4,9,1.1
נקבה,30-39,6 חודשים,238039,8.9,4,0.2,18,1.2,79,1.1
נקבה,30-39,3 חודשים,205143,9,4,0.2,10,0.8,52,0.9
נקבה,30-39,שנה,277019,8.8,15,0.4,39,1.6,226,1.9
זכר,40-49,3 חודשים,123199,5.4,14,0.6,40,3.3,115,1.9
זכר,40-49,6 חודשים,143804,5.4,25,1,67,4.5,158,2.3
זכר,40-49,מתחילת קורונה,210546,5.3,118,1.1,264,4.4,1401,4.9
זכר,40-49,שנה,166409,5.3,53,1.2,116,4.8,470,3.9
זכר,40-49,חודש אחרון,17993,6.2,1,0.5,8,2.8,9,1.1
נקבה,40-49,מתחילת קורונה,298734,7.5,75,0.7,135,2.3,954,3.3
נקבה,40-49,שנה,244933,7.8,20,0.5,52,2.2,333,2.8
נקבה,40-49,6 חודשים,216265,8.1,14,0.5,27,1.8,109,1.6
נקבה,40-49,3 חודשים,186132,8.2,9,0.4,17,1.4,71,1.2
נקבה,40-49,חודש אחרון,25770,8.8,1,0.5,7,2.5,6,0.7
זכר,50-59,שנה,108326,3.4,141,3.3,207,8.6,706,5.9
זכר,50-59,מתחילת קורונה,141106,3.5,377,3.6,539,9,2217,7.8
זכר,50-59,3 חודשים,82393,3.6,52,2.3,88,7.2,266,4.5
זכר,50-59,6 חודשים,95623,3.6,75,2.9,126,8.4,336,4.9
זכר,50-59,חודש אחרון,13523,4.6,6,3.2,21,7.4,27,3.3
נקבה,50-59,חודש אחרון,20968,7.2,3,1.6,7,2.5,19,2.4
נקבה,50-59,6 חודשים,142594,5.3,44,1.7,68,4.5,234,3.4
נקבה,50-59,שנה,158582,5,80,1.9,119,4.9,529,4.4
נקבה,50-59,מתחילת קורונה,197173,5,197,1.9,251,4.2,1553,5.4
נקבה,50-59,3 חודשים,124744,5.5,33,1.4,48,4,173,2.9
זכר,60-69,3 חודשים,57230,2.5,157,6.9,139,11.4,524,8.8
זכר,60-69,6 חודשים,67302,2.5,197,7.6,180,12,625,9.1
זכר,60-69,מתחילת קורונה,97857,2.5,987,9.3,917,15.4,3249,11.4
זכר,60-69,שנה,75457,2.4,353,8.3,298,12.4,1161,9.7
זכר,60-69,חודש אחרון,11415,3.9,12,6.5,39,13.7,69,8.5
נקבה,60-69,שנה,104798,3.3,249,5.8,219,9.1,875,7.3
נקבה,60-69,מתחילת קורונה,128469,3.2,544,5.1,500,8.4,2180,7.7
נקבה,60-69,3 חודשים,82586,3.6,90,3.9,87,7.2,374,6.3
נקבה,60-69,6 חודשים,95029,3.5,120,4.6,117,7.8,455,6.6
נקבה,60-69,חודש אחרון,16992,5.8,8,4.3,26,9.2,45,5.6
זכר,70-79,חודש אחרון,8288,2.8,35,18.8,48,16.9,127,15.7
זכר,70-79,6 חודשים,39173,1.5,344,13.3,219,14.6,935,13.6
זכר,70-79,שנה,43563,1.4,590,13.8,354,14.7,1510,12.7
זכר,70-79,מתחילת קורונה,54685,1.4,1611,15.2,1001,16.8,3610,12.7
זכר,70-79,3 חודשים,33395,1.5,306,13.4,196,16.1,836,14
נקבה,70-79,מתחילת קורונה,65457,1.6,1013,9.6,570,9.6,2733,9.6
נקבה,70-79,חודש אחרון,10366,3.6,14,7.5,26,9.2,77,9.5
נקבה,70-79,6 חודשים,48258,1.8,255,9.8,157,10.5,721,10.5
נקבה,70-79,3 חודשים,42007,1.8,210,9.2,124,10.2,622,10.4
נקבה,70-79,שנה,53514,1.7,422,9.9,244,10.1,1196,10
זכר,80-89,3 חודשים,12130,0.5,450,19.7,164,13.5,906,15.2
זכר,80-89,6 חודשים,13832,0.5,477,18.4,177,11.8,987,14.4
זכר,80-89,מתחילת קורונה,20811,0.5,1868,17.6,630,10.6,2980,10.5
זכר,80-89,שנה,15815,0.5,768,18,264,11,1484,12.4
זכר,80-89,חודש אחרון,2890,1,39,21,41,14.4,134,16.6
נקבה,80-89,חודש אחרון,3786,1.3,27,14.5,22,7.7,128,15.8
נקבה,80-89,6 חודשים,19639,0.7,457,17.6,144,9.6,1022,14.9
נקבה,80-89,שנה,22309,0.7,726,17,221,9.2,1533,12.9
נקבה,80-89,מתחילת קורונה,29515,0.7,1708,16.1,471,7.9,3100,10.9
נקבה,80-89,3 חודשים,17399,0.8,424,18.6,132,10.9,939,15.8
זכר,90+,מתחילת קורונה,4650,0.1,841,7.9,140,2.4,990,3.5
זכר,90+,חודש אחרון,519,0.2,20,10.8,9,3.2,59,7.3
זכר,90+,6 חודשים,2939,0.1,255,9.8,46,3.1,399,5.8
זכר,90+,3 חודשים,2576,0.1,247,10.8,44,3.6,378,6.3
זכר,90+,שנה,3371,0.1,353,8.3,62,2.6,517,4.3
נקבה,90+,3 חודשים,5005,0.2,262,11.5,42,3.5,478,8
נקבה,90+,6 חודשים,5606,0.2,288,11.1,46,3.1,519,7.6
נקבה,90+,מתחילת קורונה,9197,0.2,1107,10.4,134,2.2,1472,5.2
נקבה,90+,שנה,6428,0.2,448,10.5,63,2.6,762,6.4
נקבה,90+,חודש אחרון,925,0.3,17,9.1,8,2.8,65,8
