gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,440869,9.6,7,0.1,34,0.5,124,0.4,3240,3.7
זכר,0-9,חודש אחרון,5289,4.6,0,0,3,1.2,5,0.4,206,3.9
זכר,0-9,6 חודשים,73469,6.6,0,0,11,1,29,0.5,955,4.6
זכר,0-9,3 חודשים,23153,4.7,0,0,5,1.1,9,0.3,475,4
זכר,0-9,שנה,362157,10,5,0.1,25,1,91,0.7,2300,5
נקבה,0-9,מתחילת קורונה,361714,7.9,5,0,17,0.3,78,0.2,2615,3
נקבה,0-9,חודש אחרון,4179,3.7,0,0,1,0.4,3,0.2,152,2.9
נקבה,0-9,3 חודשים,19735,4,0,0,1,0.2,9,0.3,364,3.1
נקבה,0-9,שנה,294247,8.1,2,0,10,0.4,57,0.4,1847,4.1
נקבה,0-9,6 חודשים,59406,5.3,1,0.1,6,0.6,23,0.4,753,3.6
זכר,10-19,מתחילת קורונה,438529,9.6,7,0.1,25,0.4,82,0.3,1074,1.2
זכר,10-19,חודש אחרון,3529,3.1,0,0,1,0.4,2,0.1,51,1
זכר,10-19,3 חודשים,20620,4.1,0,0,1,0.2,5,0.2,111,0.9
זכר,10-19,שנה,333205,9.2,5,0.1,16,0.6,45,0.3,600,1.3
זכר,10-19,6 חודשים,63954,5.7,1,0.1,5,0.5,10,0.2,210,1
נקבה,10-19,מתחילת קורונה,427944,9.4,8,0.1,23,0.4,81,0.3,1211,1.4
נקבה,10-19,חודש אחרון,3661,3.2,0,0,0,0,1,0.1,41,0.8
נקבה,10-19,שנה,333885,9.2,4,0.1,15,0.6,33,0.2,675,1.5
נקבה,10-19,6 חודשים,64518,5.8,1,0.1,3,0.3,12,0.2,227,1.1
נקבה,10-19,3 חודשים,21319,4.3,0,0,0,0,5,0.2,126,1.1
זכר,20-29,מתחילת קורונה,267531,5.9,24,0.2,57,0.9,248,0.8,1653,1.9
זכר,20-29,חודש אחרון,5407,4.7,0,0,2,0.8,4,0.3,52,1
