section,female,male,period,order_period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 1.6}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 6, 'percentage': 0.5}","{'amount': 2, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.7}",3 חודשים,4
0-9,"{'amount': 9, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 9, 'percentage': 0.2}","{'amount': 11, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 1, 'percentage': 0.7}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 4, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 14, 'percentage': 1.1}","{'amount': 22, 'percentage': 1.8}",6 חודשים,3
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 1.6}",חודש אחרון,5
20-29,"{'amount': 35, 'percentage': 0.9}","{'amount': 32, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 31, 'percentage': 0.9}","{'amount': 28, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 61, 'percentage': 1.8}","{'amount': 46, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 39, 'percentage': 3.2}","{'amount': 25, 'percentage': 2}",6 חודשים,3
30-39,"{'amount': 6, 'percentage': 4.5}","{'amount': 3, 'percentage': 2.2}",3 חודשים,4
30-39,"{'amount': 1, 'percentage': 1.6}","{'amount': 1, 'percentage': 1.6}",חודש אחרון,5
30-39,"{'amount': 68, 'percentage': 1.8}","{'amount': 59, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 80, 'percentage': 2.4}","{'amount': 144, 'percentage': 4.3}",שנה,2
40-49,"{'amount': 39, 'percentage': 3.2}","{'amount': 75, 'percentage': 6.1}",6 חודשים,3
40-49,"{'amount': 3, 'percentage': 2.2}","{'amount': 16, 'percentage': 11.9}",3 חודשים,4
40-49,"{'amount': 2, 'percentage': 3.2}","{'amount': 6, 'percentage': 9.7}",חודש אחרון,5
40-49,"{'amount': 86, 'percentage': 2.3}","{'amount': 161, 'percentage': 4.3}",מתחילת קורונה,1
50-59,"{'amount': 69, 'percentage': 5.7}","{'amount': 134, 'percentage': 11}",6 חודשים,3
50-59,"{'amount': 12, 'percentage': 9}","{'amount': 17, 'percentage': 12.7}",3 חודשים,4
50-59,"{'amount': 135, 'percentage': 4.1}","{'amount': 314, 'percentage': 9.5}",שנה,2
50-59,"{'amount': 146, 'percentage': 3.9}","{'amount': 356, 'percentage': 9.5}",מתחילת קורונה,1
50-59,"{'amount': 1, 'percentage': 1.6}","{'amount': 2, 'percentage': 3.2}",חודש אחרון,5
60-69,"{'amount': 13, 'percentage': 9.7}","{'amount': 13, 'percentage': 9.7}",3 חודשים,4
60-69,"{'amount': 113, 'percentage': 9.3}","{'amount': 174, 'percentage': 14.3}",6 חודשים,3
60-69,"{'amount': 7, 'percentage': 11.3}","{'amount': 8, 'percentage': 12.9}",חודש אחרון,5
60-69,"{'amount': 290, 'percentage': 7.7}","{'amount': 633, 'percentage': 16.9}",מתחילת קורונה,1
60-69,"{'amount': 270, 'percentage': 8.1}","{'amount': 563, 'percentage': 17}",שנה,2
70-79,"{'amount': 8, 'percentage': 12.9}","{'amount': 11, 'percentage': 17.7}",חודש אחרון,5
70-79,"{'amount': 12, 'percentage': 9}","{'amount': 15, 'percentage': 11.2}",3 חודשים,4
70-79,"{'amount': 118, 'percentage': 9.7}","{'amount': 168, 'percentage': 13.8}",6 חודשים,3
70-79,"{'amount': 314, 'percentage': 9.5}","{'amount': 597, 'percentage': 18}",שנה,2
70-79,"{'amount': 347, 'percentage': 9.2}","{'amount': 683, 'percentage': 18.2}",מתחילת קורונה,1
80-89,"{'amount': 9, 'percentage': 6.7}","{'amount': 7, 'percentage': 5.2}",3 חודשים,4
80-89,"{'amount': 236, 'percentage': 7.1}","{'amount': 342, 'percentage': 10.3}",שנה,2
80-89,"{'amount': 86, 'percentage': 7}","{'amount': 100, 'percentage': 8.2}",6 חודשים,3
80-89,"{'amount': 6, 'percentage': 9.7}","{'amount': 4, 'percentage': 6.5}",חודש אחרון,5
80-89,"{'amount': 272, 'percentage': 7.2}","{'amount': 393, 'percentage': 10.5}",מתחילת קורונה,1
90+,"{'amount': 73, 'percentage': 1.9}","{'amount': 82, 'percentage': 2.2}",מתחילת קורונה,1
90+,"{'amount': 1, 'percentage': 1.6}","{'amount': 2, 'percentage': 3.2}",חודש אחרון,5
90+,"{'amount': 2, 'percentage': 1.5}","{'amount': 3, 'percentage': 2.2}",3 חודשים,4
90+,"{'amount': 14, 'percentage': 1.1}","{'amount': 17, 'percentage': 1.4}",6 חודשים,3
90+,"{'amount': 60, 'percentage': 1.8}","{'amount': 66, 'percentage': 2}",שנה,2
