section,female,male,period,order_period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 1}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 5, 'percentage': 0.5}","{'amount': 2, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.6}",3 חודשים,4
0-9,"{'amount': 9, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 9, 'percentage': 0.2}","{'amount': 11, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים,4
10-19,"{'amount': 4, 'percentage': 0.4}","{'amount': 1, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 11, 'percentage': 1}","{'amount': 20, 'percentage': 1.8}",6 חודשים,3
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.6}",3 חודשים,4
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
20-29,"{'amount': 35, 'percentage': 0.9}","{'amount': 32, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 31, 'percentage': 0.9}","{'amount': 28, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 58, 'percentage': 1.8}","{'amount': 46, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 36, 'percentage': 3.3}","{'amount': 24, 'percentage': 2.2}",6 חודשים,3
30-39,"{'amount': 4, 'percentage': 2.5}","{'amount': 4, 'percentage': 2.5}",3 חודשים,4
30-39,"{'amount': 1, 'percentage': 1}","{'amount': 2, 'percentage': 2}",חודש אחרון,5
30-39,"{'amount': 67, 'percentage': 1.8}","{'amount': 60, 'percentage': 1.6}",מתחילת קורונה,1
40-49,"{'amount': 77, 'percentage': 2.3}","{'amount': 142, 'percentage': 4.3}",שנה,2
40-49,"{'amount': 33, 'percentage': 3}","{'amount': 68, 'percentage': 6.2}",6 חודשים,3
40-49,"{'amount': 2, 'percentage': 1.3}","{'amount': 13, 'percentage': 8.3}",3 חודשים,4
40-49,"{'amount': 2, 'percentage': 2}","{'amount': 6, 'percentage': 5.9}",חודש אחרון,5
40-49,"{'amount': 86, 'percentage': 2.3}","{'amount': 161, 'percentage': 4.2}",מתחילת קורונה,1
50-59,"{'amount': 67, 'percentage': 6.1}","{'amount': 124, 'percentage': 11.3}",6 חודשים,3
50-59,"{'amount': 13, 'percentage': 8.3}","{'amount': 16, 'percentage': 10.2}",3 חודשים,4
50-59,"{'amount': 136, 'percentage': 4.1}","{'amount': 311, 'percentage': 9.4}",שנה,2
50-59,"{'amount': 150, 'percentage': 3.9}","{'amount': 360, 'percentage': 9.5}",מתחילת קורונה,1
50-59,"{'amount': 5, 'percentage': 4.9}","{'amount': 3, 'percentage': 2.9}",חודש אחרון,5
60-69,"{'amount': 16, 'percentage': 10.2}","{'amount': 18, 'percentage': 11.5}",3 חודשים,4
60-69,"{'amount': 106, 'percentage': 9.7}","{'amount': 147, 'percentage': 13.4}",6 חודשים,3
60-69,"{'amount': 12, 'percentage': 11.8}","{'amount': 12, 'percentage': 11.8}",חודש אחרון,5
60-69,"{'amount': 293, 'percentage': 7.7}","{'amount': 640, 'percentage': 16.8}",מתחילת קורונה,1
60-69,"{'amount': 269, 'percentage': 8.2}","{'amount': 557, 'percentage': 16.9}",שנה,2
70-79,"{'amount': 14, 'percentage': 13.7}","{'amount': 19, 'percentage': 18.6}",חודש אחרון,5
70-79,"{'amount': 18, 'percentage': 11.5}","{'amount': 21, 'percentage': 13.4}",3 חודשים,4
70-79,"{'amount': 110, 'percentage': 10}","{'amount': 155, 'percentage': 14.1}",6 חודשים,3
70-79,"{'amount': 319, 'percentage': 9.7}","{'amount': 598, 'percentage': 18.1}",שנה,2
70-79,"{'amount': 356, 'percentage': 9.4}","{'amount': 694, 'percentage': 18.2}",מתחילת קורונה,1
80-89,"{'amount': 13, 'percentage': 8.3}","{'amount': 12, 'percentage': 7.6}",3 חודשים,4
80-89,"{'amount': 236, 'percentage': 7.2}","{'amount': 341, 'percentage': 10.3}",שנה,2
80-89,"{'amount': 73, 'percentage': 6.7}","{'amount': 86, 'percentage': 7.8}",6 חודשים,3
80-89,"{'amount': 11, 'percentage': 10.8}","{'amount': 10, 'percentage': 9.8}",חודש אחרון,5
80-89,"{'amount': 276, 'percentage': 7.3}","{'amount': 400, 'percentage': 10.5}",מתחילת קורונה,1
90+,"{'amount': 73, 'percentage': 1.9}","{'amount': 84, 'percentage': 2.2}",מתחילת קורונה,1
90+,"{'amount': 1, 'percentage': 1}","{'amount': 3, 'percentage': 2.9}",חודש אחרון,5
90+,"{'amount': 1, 'percentage': 0.6}","{'amount': 4, 'percentage': 2.5}",3 חודשים,4
90+,"{'amount': 11, 'percentage': 1}","{'amount': 14, 'percentage': 1.3}",6 חודשים,3
90+,"{'amount': 57, 'percentage': 1.7}","{'amount': 66, 'percentage': 2}",שנה,2
