section,female,male,period,order_period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.4}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 3, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 1, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.4}",3 חודשים,4
0-9,"{'amount': 10, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 10, 'percentage': 0.2}","{'amount': 16, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 5, 'percentage': 1.1}",חודש אחרון,5
10-19,"{'amount': 1, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.9}",3 חודשים,4
10-19,"{'amount': 3, 'percentage': 0.3}","{'amount': 6, 'percentage': 0.6}",6 חודשים,3
10-19,"{'amount': 7, 'percentage': 0.2}","{'amount': 13, 'percentage': 0.4}",שנה,2
20-29,"{'amount': 9, 'percentage': 0.9}","{'amount': 11, 'percentage': 1.1}",6 חודשים,3
20-29,"{'amount': 5, 'percentage': 0.9}","{'amount': 3, 'percentage': 0.5}",3 חודשים,4
20-29,"{'amount': 5, 'percentage': 1.1}","{'amount': 2, 'percentage': 0.4}",חודש אחרון,5
20-29,"{'amount': 41, 'percentage': 1}","{'amount': 33, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 33, 'percentage': 0.9}","{'amount': 30, 'percentage': 0.9}",שנה,2
30-39,"{'amount': 68, 'percentage': 1.9}","{'amount': 54, 'percentage': 1.5}",שנה,2
30-39,"{'amount': 31, 'percentage': 3.2}","{'amount': 23, 'percentage': 2.4}",6 חודשים,3
30-39,"{'amount': 11, 'percentage': 2}","{'amount': 13, 'percentage': 2.3}",3 חודשים,4
30-39,"{'amount': 10, 'percentage': 2.2}","{'amount': 12, 'percentage': 2.6}",חודש אחרון,5
30-39,"{'amount': 77, 'percentage': 1.8}","{'amount': 71, 'percentage': 1.7}",מתחילת קורונה,1
40-49,"{'amount': 84, 'percentage': 2.4}","{'amount': 159, 'percentage': 4.5}",שנה,2
40-49,"{'amount': 25, 'percentage': 2.6}","{'amount': 57, 'percentage': 5.8}",6 חודשים,3
40-49,"{'amount': 15, 'percentage': 2.7}","{'amount': 31, 'percentage': 5.5}",3 חודשים,4
40-49,"{'amount': 14, 'percentage': 3}","{'amount': 25, 'percentage': 5.4}",חודש אחרון,5
40-49,"{'amount': 99, 'percentage': 2.3}","{'amount': 183, 'percentage': 4.3}",מתחילת קורונה,1
50-59,"{'amount': 62, 'percentage': 6.3}","{'amount': 101, 'percentage': 10.3}",6 חודשים,3
50-59,"{'amount': 28, 'percentage': 5}","{'amount': 41, 'percentage': 7.3}",3 חודשים,4
50-59,"{'amount': 148, 'percentage': 4.2}","{'amount': 333, 'percentage': 9.5}",שנה,2
50-59,"{'amount': 174, 'percentage': 4.1}","{'amount': 395, 'percentage': 9.3}",מתחילת קורונה,1
50-59,"{'amount': 24, 'percentage': 5.2}","{'amount': 37, 'percentage': 8}",חודש אחרון,5
60-69,"{'amount': 62, 'percentage': 11.1}","{'amount': 76, 'percentage': 13.6}",3 חודשים,4
60-69,"{'amount': 103, 'percentage': 10.5}","{'amount': 131, 'percentage': 13.4}",6 חודשים,3
60-69,"{'amount': 53, 'percentage': 11.4}","{'amount': 63, 'percentage': 13.6}",חודש אחרון,5
60-69,"{'amount': 341, 'percentage': 8}","{'amount': 700, 'percentage': 16.5}",מתחילת קורונה,1
60-69,"{'amount': 295, 'percentage': 8.4}","{'amount': 577, 'percentage': 16.5}",שנה,2
70-79,"{'amount': 35, 'percentage': 7.6}","{'amount': 74, 'percentage': 16}",חודש אחרון,5
70-79,"{'amount': 47, 'percentage': 8.4}","{'amount': 91, 'percentage': 16.3}",3 חודשים,4
70-79,"{'amount': 93, 'percentage': 9.5}","{'amount': 133, 'percentage': 13.6}",6 חודשים,3
70-79,"{'amount': 328, 'percentage': 9.4}","{'amount': 619, 'percentage': 17.7}",שנה,2
70-79,"{'amount': 389, 'percentage': 9.2}","{'amount': 761, 'percentage': 17.9}",מתחילת קורונה,1
80-89,"{'amount': 48, 'percentage': 8.6}","{'amount': 58, 'percentage': 10.4}",3 חודשים,4
80-89,"{'amount': 250, 'percentage': 7.1}","{'amount': 353, 'percentage': 10.1}",שנה,2
80-89,"{'amount': 66, 'percentage': 6.7}","{'amount': 88, 'percentage': 9}",6 חודשים,3
80-89,"{'amount': 37, 'percentage': 8}","{'amount': 48, 'percentage': 10.4}",חודש אחרון,5
80-89,"{'amount': 312, 'percentage': 7.4}","{'amount': 450, 'percentage': 10.6}",מתחילת קורונה,1
90+,"{'amount': 82, 'percentage': 1.9}","{'amount': 91, 'percentage': 2.1}",מתחילת קורונה,1
90+,"{'amount': 9, 'percentage': 1.9}","{'amount': 7, 'percentage': 1.5}",חודש אחרון,5
90+,"{'amount': 10, 'percentage': 1.8}","{'amount': 11, 'percentage': 2}",3 חודשים,4
90+,"{'amount': 14, 'percentage': 1.4}","{'amount': 17, 'percentage': 1.7}",6 חודשים,3
90+,"{'amount': 62, 'percentage': 1.8}","{'amount': 70, 'percentage': 2}",שנה,2
