section,female,male,period
0-9,"{'amount': 8, 'percentage': 0.5}","{'amount': 18, 'percentage': 1.2}",6 חודשים
0-9,"{'amount': 2, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.7}",חודש אחרון
0-9,"{'amount': 15, 'percentage': 0.3}","{'amount': 30, 'percentage': 0.5}",מתחילת קורונה
0-9,"{'amount': 8, 'percentage': 0.7}","{'amount': 15, 'percentage': 1.2}",3 חודשים
0-9,"{'amount': 9, 'percentage': 0.4}","{'amount': 22, 'percentage': 0.9}",שנה
10-19,"{'amount': 15, 'percentage': 0.6}","{'amount': 14, 'percentage': 0.6}",שנה
10-19,"{'amount': 1, 'percentage': 0.3}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 10, 'percentage': 0.7}","{'amount': 10, 'percentage': 0.7}",6 חודשים
10-19,"{'amount': 9, 'percentage': 0.7}","{'amount': 9, 'percentage': 0.7}",3 חודשים
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 23, 'percentage': 0.4}",מתחילת קורונה
20-29,"{'amount': 14, 'percentage': 0.9}","{'amount': 15, 'percentage': 1}",6 חודשים
20-29,"{'amount': 10, 'percentage': 0.8}","{'amount': 10, 'percentage': 0.8}",3 חודשים
20-29,"{'amount': 58, 'percentage': 1}","{'amount': 53, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 1, 'percentage': 0.3}","{'amount': 4, 'percentage': 1.4}",חודש אחרון
20-29,"{'amount': 21, 'percentage': 0.9}","{'amount': 23, 'percentage': 1}",שנה
30-39,"{'amount': 18, 'percentage': 1.2}","{'amount': 33, 'percentage': 2.2}",6 חודשים
30-39,"{'amount': 100, 'percentage': 1.7}","{'amount': 102, 'percentage': 1.7}",מתחילת קורונה
30-39,"{'amount': 10, 'percentage': 0.8}","{'amount': 23, 'percentage': 1.9}",3 חודשים
30-39,"{'amount': 4, 'percentage': 1.4}","{'amount': 11, 'percentage': 3.8}",חודש אחרון
30-39,"{'amount': 39, 'percentage': 1.6}","{'amount': 47, 'percentage': 1.9}",שנה
40-49,"{'amount': 136, 'percentage': 2.3}","{'amount': 263, 'percentage': 4.4}",מתחילת קורונה
40-49,"{'amount': 17, 'percentage': 1.4}","{'amount': 41, 'percentage': 3.4}",3 חודשים
40-49,"{'amount': 7, 'percentage': 2.4}","{'amount': 8, 'percentage': 2.7}",חודש אחרון
40-49,"{'amount': 52, 'percentage': 2.2}","{'amount': 118, 'percentage': 4.9}",שנה
40-49,"{'amount': 29, 'percentage': 1.9}","{'amount': 67, 'percentage': 4.4}",6 חודשים
50-59,"{'amount': 250, 'percentage': 4.2}","{'amount': 539, 'percentage': 9.1}",מתחילת קורונה
50-59,"{'amount': 118, 'percentage': 4.9}","{'amount': 209, 'percentage': 8.7}",שנה
50-59,"{'amount': 7, 'percentage': 2.4}","{'amount': 22, 'percentage': 7.5}",חודש אחרון
50-59,"{'amount': 67, 'percentage': 4.4}","{'amount': 128, 'percentage': 8.5}",6 חודשים
50-59,"{'amount': 47, 'percentage': 3.9}","{'amount': 88, 'percentage': 7.2}",3 חודשים
60-69,"{'amount': 501, 'percentage': 8.4}","{'amount': 916, 'percentage': 15.4}",מתחילת קורונה
60-69,"{'amount': 28, 'percentage': 9.6}","{'amount': 42, 'percentage': 14.3}",חודש אחרון
60-69,"{'amount': 221, 'percentage': 9.1}","{'amount': 300, 'percentage': 12.4}",שנה
60-69,"{'amount': 118, 'percentage': 7.8}","{'amount': 181, 'percentage': 12}",6 חודשים
60-69,"{'amount': 87, 'percentage': 7.1}","{'amount': 142, 'percentage': 11.7}",3 חודשים
70-79,"{'amount': 569, 'percentage': 9.6}","{'amount': 999, 'percentage': 16.8}",מתחילת קורונה
70-79,"{'amount': 245, 'percentage': 10.1}","{'amount': 354, 'percentage': 14.7}",שנה
70-79,"{'amount': 27, 'percentage': 9.2}","{'amount': 45, 'percentage': 15.4}",חודש אחרון
70-79,"{'amount': 158, 'percentage': 10.5}","{'amount': 218, 'percentage': 14.4}",6 חודשים
70-79,"{'amount': 124, 'percentage': 10.2}","{'amount': 195, 'percentage': 16}",3 חודשים
80-89,"{'amount': 22, 'percentage': 7.5}","{'amount': 42, 'percentage': 14.3}",חודש אחרון
80-89,"{'amount': 470, 'percentage': 7.9}","{'amount': 630, 'percentage': 10.6}",מתחילת קורונה
80-89,"{'amount': 220, 'percentage': 9.1}","{'amount': 264, 'percentage': 10.9}",שנה
80-89,"{'amount': 146, 'percentage': 9.7}","{'amount': 178, 'percentage': 11.8}",6 חודשים
80-89,"{'amount': 132, 'percentage': 10.8}","{'amount': 164, 'percentage': 13.5}",3 חודשים
90+,"{'amount': 9, 'percentage': 3.1}","{'amount': 9, 'percentage': 3.1}",חודש אחרון
90+,"{'amount': 63, 'percentage': 2.6}","{'amount': 62, 'percentage': 2.6}",שנה
90+,"{'amount': 46, 'percentage': 3}","{'amount': 47, 'percentage': 3.1}",6 חודשים
90+,"{'amount': 42, 'percentage': 3.4}","{'amount': 45, 'percentage': 3.7}",3 חודשים
90+,"{'amount': 134, 'percentage': 2.3}","{'amount': 140, 'percentage': 2.4}",מתחילת קורונה
