Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,43,60,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7375,7435,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24884,32319,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44616,76935,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62834,139769,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73331,213100,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38452,251552,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32573,284125,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104372,388497,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134815,523312,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,155962,679274,7.3,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152736,832010,8.95,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158193,990203,10.65,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71236,1061439,11.41,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71629,1133068,12.18,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149414,1282482,13.79,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,151848,1434330,15.42,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,124864,1559194,16.77,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103074,1662268,17.88,0,1,0,0,0,0
2021-01-07T00:00:00.000Z,115827,1778095,19.12,5,6,0,0,0,0
2021-01-08T00:00:00.000Z,66301,1844396,19.83,3,9,0,0,0,0
2021-01-09T00:00:00.000Z,44455,1888851,20.31,22,31,0,0,0,0
2021-01-10T00:00:00.000Z,37542,1926393,20.72,5986,6017,0.06,0,0,0
2021-01-11T00:00:00.000Z,21018,1947411,20.94,19214,25231,0.27,0,0,0
2021-01-12T00:00:00.000Z,23912,1971323,21.2,35607,60838,0.65,0,0,0
2021-01-13T00:00:00.000Z,51927,2023250,21.76,56752,117590,1.26,0,0,0
2021-01-14T00:00:00.000Z,56301,2079551,22.36,68666,186256,2,0,0,0
2021-01-15T00:00:00.000Z,30619,2110170,22.69,35849,222105,2.39,0,0,0
2021-01-16T00:00:00.000Z,29365,2139535,23.01,25944,248049,2.67,0,0,0
2021-01-17T00:00:00.000Z,68262,2207797,23.74,84380,332429,3.57,0,0,0
2021-01-18T00:00:00.000Z,69527,2277324,24.49,120126,452555,4.87,0,0,0
2021-01-19T00:00:00.000Z,72586,2349910,25.27,137428,589983,6.34,0,0,0
2021-01-20T00:00:00.000Z,76540,2426450,26.09,143288,733271,7.89,0,0,0
2021-01-21T00:00:00.000Z,69592,2496042,26.84,163893,897164,9.65,0,0,0
2021-01-22T00:00:00.000Z,37719,2533761,27.25,70876,968040,10.41,0,0,0
2021-01-23T00:00:00.000Z,39854,2573615,27.68,53435,1021475,10.98,0,0,0
2021-01-24T00:00:00.000Z,68938,2642553,28.42,140276,1161751,12.49,0,0,0
