Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,45,64,0,0,1,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7385,7449,0.08,0,1,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24906,32355,0.35,0,1,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44633,76988,0.83,0,1,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62886,139874,1.5,0,1,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73387,213261,2.29,0,1,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38489,251750,2.71,0,1,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32603,284353,3.06,0,1,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104494,388847,4.18,0,1,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,134956,523803,5.63,0,1,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156202,680005,7.31,0,1,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153028,833033,8.96,0,1,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158456,991489,10.66,0,1,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71364,1062853,11.43,0,1,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71697,1134550,12.2,0,1,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149642,1284192,13.81,0,1,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152075,1436267,15.44,1,2,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125072,1561339,16.79,0,2,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103257,1664596,17.9,2,4,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,115976,1780572,19.15,5,9,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66404,1846976,19.86,3,12,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44505,1891481,20.34,23,35,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37595,1929076,20.74,5994,6029,0.06,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21100,1950176,20.97,19250,25279,0.27,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,23997,1974173,21.23,35648,60927,0.66,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,51993,2026166,21.79,56852,117779,1.27,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56402,2082568,22.39,68809,186588,2.01,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30695,2113263,22.73,35913,222501,2.39,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29419,2142682,23.04,26000,248501,2.67,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68358,2211040,23.78,84547,333048,3.58,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69667,2280707,24.53,120358,453406,4.88,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72747,2353454,25.31,137737,591143,6.36,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76729,2430183,26.13,143639,734782,7.9,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69834,2500017,26.88,164290,899072,9.67,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37810,2537827,27.29,71051,970123,10.43,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39908,2577735,27.72,53536,1023659,11.01,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69023,2646758,28.46,140587,1164246,12.52,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80813,2727571,29.33,139393,1303639,14.02,0,0,0,6.77,0,93.23
2021-01-26T00:00:00.000Z,78607,2806178,30.18,126296,1429935,15.38,0,0,0,8.64,0,91.36
2021-01-27T00:00:00.000Z,77830,2884008,31.01,124926,1554861,16.72,0,0,0,10.55,0,89.45
2021-01-28T00:00:00.000Z,79440,2963448,31.87,130494,1685355,18.12,0,0,0,12.68,0,87.32
2021-01-29T00:00:00.000Z,36593,3000041,32.26,64727,1750082,18.82,0,0,0,13.6,0,86.4
2021-01-30T00:00:00.000Z,34344,3034385,32.63,42714,1792796,19.28,0,0,0,14.29,0,85.71
2021-01-31T00:00:00.000Z,73248,3107633,33.42,59433,1852229,19.92,0,0,0,16.06,0,83.94
2021-02-01T00:00:00.000Z,82402,3190035,34.3,35285,1887514,20.3,0,0,0,17.8,0,82.2
