Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,45,64,0,0,1,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7385,7449,0.08,0,1,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24906,32355,0.35,0,1,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44633,76988,0.83,0,1,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62886,139874,1.5,0,1,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73387,213261,2.29,0,1,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38489,251750,2.71,0,1,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32603,284353,3.06,0,1,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104495,388848,4.18,0,1,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,134956,523804,5.63,0,1,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156203,680007,7.31,0,1,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153028,833035,8.96,0,1,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158456,991491,10.66,0,1,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71364,1062855,11.43,0,1,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71697,1134552,12.2,0,1,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149642,1284194,13.81,0,1,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152075,1436269,15.44,1,2,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125072,1561341,16.79,0,2,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103259,1664600,17.9,2,4,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,115976,1780576,19.15,5,9,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66404,1846980,19.86,3,12,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44505,1891485,20.34,23,35,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37596,1929081,20.74,5994,6029,0.06,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21101,1950182,20.97,19250,25279,0.27,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,23997,1974179,21.23,35649,60928,0.66,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,51993,2026172,21.79,56852,117780,1.27,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56402,2082574,22.39,68809,186589,2.01,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30695,2113269,22.73,35913,222502,2.39,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29419,2142688,23.04,26000,248502,2.67,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68359,2211047,23.78,84548,333050,3.58,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69667,2280714,24.53,120357,453407,4.88,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72746,2353460,25.31,137740,591147,6.36,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76730,2430190,26.13,143639,734786,7.9,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69834,2500024,26.88,164290,899076,9.67,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37811,2537835,27.29,71051,970127,10.43,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39908,2577743,27.72,53536,1023663,11.01,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69023,2646766,28.46,140586,1164249,12.52,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80813,2727579,29.33,139393,1303642,14.02,0,0,0,6.77,0,93.23
2021-01-26T00:00:00.000Z,78606,2806185,30.18,126296,1429938,15.38,0,0,0,8.64,0,91.36
2021-01-27T00:00:00.000Z,77831,2884016,31.01,124927,1554865,16.72,0,0,0,10.55,0,89.45
2021-01-28T00:00:00.000Z,79440,2963456,31.87,130494,1685359,18.12,0,0,0,12.68,0,87.32
2021-01-29T00:00:00.000Z,36593,3000049,32.26,64727,1750086,18.82,0,0,0,13.6,0,86.4
2021-01-30T00:00:00.000Z,34344,3034393,32.63,42716,1792802,19.28,0,0,0,14.29,0,85.71
2021-01-31T00:00:00.000Z,73249,3107642,33.42,59433,1852235,19.92,0,0,0,16.06,0,83.94
2021-02-01T00:00:00.000Z,82402,3190044,34.3,35285,1887520,20.3,0,0,0,17.8,0,82.2
