Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,43,60,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7375,7435,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24884,32319,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44618,76937,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62835,139772,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73332,213104,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38453,251557,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32573,284130,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104373,388503,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134817,523320,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,155964,679284,7.3,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152739,832023,8.95,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158193,990216,10.65,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71238,1061454,11.41,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71630,1133084,12.18,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149417,1282501,13.79,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,151848,1434349,15.42,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,124865,1559214,16.77,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103075,1662289,17.88,0,1,0,0,0,0
2021-01-07T00:00:00.000Z,115829,1778118,19.12,5,6,0,0,0,0
2021-01-08T00:00:00.000Z,66305,1844423,19.83,3,9,0,0,0,0
2021-01-09T00:00:00.000Z,44455,1888878,20.31,22,31,0,0,0,0
2021-01-10T00:00:00.000Z,37543,1926421,20.72,5987,6018,0.06,0,0,0
2021-01-11T00:00:00.000Z,21019,1947440,20.94,19238,25256,0.27,0,0,0
2021-01-12T00:00:00.000Z,23912,1971352,21.2,35640,60896,0.65,0,0,0
2021-01-13T00:00:00.000Z,51928,2023280,21.76,56818,117714,1.27,0,0,0
2021-01-14T00:00:00.000Z,56302,2079582,22.36,68758,186472,2.01,0,0,0
2021-01-15T00:00:00.000Z,30619,2110201,22.69,35885,222357,2.39,0,0,0
2021-01-16T00:00:00.000Z,29367,2139568,23.01,25977,248334,2.67,0,0,0
2021-01-17T00:00:00.000Z,68262,2207830,23.74,84467,332801,3.58,0,0,0
2021-01-18T00:00:00.000Z,69529,2277359,24.49,120228,453029,4.87,0,0,0
2021-01-19T00:00:00.000Z,72587,2349946,25.27,137540,590569,6.35,0,0,0
2021-01-20T00:00:00.000Z,76540,2426486,26.09,143416,733985,7.89,0,0,0
2021-01-21T00:00:00.000Z,69593,2496079,26.84,163992,897977,9.66,0,0,0
2021-01-22T00:00:00.000Z,37720,2533799,27.25,70926,968903,10.42,0,0,0
2021-01-23T00:00:00.000Z,39854,2573653,27.68,53476,1022379,10.99,0,0,0
2021-01-24T00:00:00.000Z,68939,2642592,28.42,140350,1162729,12.5,0,0,0
