Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,40,57,0,0,0,0
2020-12-20T00:00:00.000Z,6885,6942,0.08,0,0,0
2020-12-21T00:00:00.000Z,22380,29322,0.33,0,0,0
2020-12-22T00:00:00.000Z,40830,70152,0.79,0,0,0
2020-12-23T00:00:00.000Z,58861,129013,1.45,0,0,0
2020-12-24T00:00:00.000Z,70241,199254,2.24,0,0,0
2020-12-25T00:00:00.000Z,37666,236920,2.67,0,0,0
2020-12-26T00:00:00.000Z,31964,268884,3.03,0,0,0
2020-12-27T00:00:00.000Z,100569,369453,4.16,0,0,0
2020-12-28T00:00:00.000Z,128709,498162,5.61,0,0,0
2020-12-29T00:00:00.000Z,151121,649283,7.31,0,0,0
2020-12-30T00:00:00.000Z,148315,797598,8.98,0,0,0
2020-12-31T00:00:00.000Z,154436,952034,10.71,0,0,0
2021-01-01T00:00:00.000Z,70267,1022301,11.5,0,0,0
2021-01-02T00:00:00.000Z,70574,1092875,12.3,0,0,0
2021-01-03T00:00:00.000Z,144787,1237662,13.93,0,0,0
2021-01-04T00:00:00.000Z,138815,1376477,15.49,2,2,0
2021-01-05T00:00:00.000Z,122352,1498829,16.87,0,2,0
2021-01-06T00:00:00.000Z,100319,1599148,17.99,0,2,0
2021-01-07T00:00:00.000Z,113249,1712397,19.27,4,6,0
2021-01-08T00:00:00.000Z,65164,1777561,20,5,11,0
2021-01-09T00:00:00.000Z,43822,1821383,20.5,26,37,0
2021-01-10T00:00:00.000Z,37202,1858585,20.91,5547,5584,0.06
2021-01-11T00:00:00.000Z,21843,1880428,21.16,17348,22932,0.26
2021-01-12T00:00:00.000Z,26536,1906964,21.46,31812,54744,0.62
2021-01-13T00:00:00.000Z,53892,1960856,22.06,52643,107387,1.21
2021-01-14T00:00:00.000Z,57427,2018283,22.71,65394,172781,1.94
2021-01-15T00:00:00.000Z,30418,2048701,23.05,35042,207823,2.34
2021-01-16T00:00:00.000Z,29164,2077865,23.38,25432,233255,2.62
2021-01-17T00:00:00.000Z,68719,2146584,24.15,81198,314453,3.54
2021-01-18T00:00:00.000Z,72597,2219181,24.97,113306,427759,4.81
2021-01-19T00:00:00.000Z,74850,2294031,25.81,131326,559085,6.29
2021-01-20T00:00:00.000Z,78437,2372468,26.7,137394,696479,7.84
2021-01-21T00:00:00.000Z,71724,2444192,27.5,156780,853259,9.6
2021-01-22T00:00:00.000Z,38914,2483106,27.94,68957,922216,10.38
2021-01-23T00:00:00.000Z,14494,2497600,28.1,24378,946594,10.65
