Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose,vaccinated_fourth_dose_cum,vaccinated_fourth_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,70,0,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7393,7463,0.08,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24922,32385,0.35,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44662,77047,0.83,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62914,139961,1.51,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73423,213384,2.29,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38512,251896,2.71,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32616,284512,3.06,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104562,389074,4.18,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,135016,524090,5.64,0,4,0,0,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156306,680396,7.32,2,6,0,0,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153158,833554,8.96,0,6,0,0,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158561,992115,10.67,0,6,0,0,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71424,1063539,11.44,0,6,0,0,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71734,1135273,12.21,0,6,0,0,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149749,1285022,13.82,0,6,0,0,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152180,1437202,15.46,1,7,0,0,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125191,1562393,16.8,4,11,0,0,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103351,1665744,17.91,2,13,0,0,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116035,1781779,19.16,9,22,0,0,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66450,1848229,19.87,4,26,0,0,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44542,1892771,20.35,24,50,0,0,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37642,1930413,20.76,5999,6049,0.07,0,0,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21165,1951578,20.99,19263,25312,0.27,0,0,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24067,1975645,21.25,35671,60983,0.66,0,0,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52064,2027709,21.8,56872,117855,1.27,0,0,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56466,2084175,22.41,68833,186688,2.01,0,0,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30765,2114940,22.74,35938,222626,2.39,0,0,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29477,2144417,23.06,26005,248631,2.67,0,0,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68428,2212845,23.8,84590,333221,3.58,0,0,0,0,0,0,0.31,0,99.69
