name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,96.77214813232422,124
יוספטל,,52.30769348144531,3
שמיר,,68.6868667602539,46
וולפסון,,74.23133087158203,22
זיו צפת,,82.99711608886719,36
הלל יפה,,79.80582427978516,34
נהריה,,78.5615463256836,35
ברזילי,,81.16666412353516,21
פוריה,,67.04225158691406,20
סוראסקי,,103.7574691772461,56
בני ציון,,75.98152160644531,28
רבין ק. בילינסון,,82.51496887207031,185
סורוקה,,72.3718490600586,76
מאיר,,70.95115661621094,74
קפלן,,80.32491302490234,92
"רמב""ם",,86.08247375488281,45
הכרמל,,76.89161682128906,40
השרון ק. גולדה,,71.36929321289062,43
הדסה עין כרם,,,150
הסקוטי,,93.23308563232422,19
סנט וינסנט,,41.04477691650391,1
המשפחה הקדושה,,,0
סנט ג'וזף,,,2
שערי צדק,,101.7199020385742,110
אל מקאסד,,,0
לניאדו,,85.23677062988281,61
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,97.7848129272461,41
אסותא אשדוד,,,11
שניידר,,,0
המרכזי בעמק,,74.6551742553711,61
