name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,96.0759506225586,15
יוספטל,,61.53845977783203,0
שמיר,,57.57575607299805,3
וולפסון,,62.51830291748047,7
זיו צפת,,70.89337158203125,9
הלל יפה,,78.25242614746094,7
נהריה,,72.61410522460938,12
ברזילי,,66.66666412353516,8
פוריה,,64.50704193115234,9
סוראסקי,,96.49871826171875,19
בני ציון,,78.98383331298828,22
רבין ק. בילינסון,,94.49102020263672,13
סורוקה,,70.1998291015625,1
מאיר,,75.32133483886719,23
קפלן,,86.82310485839844,3
"רמב""ם",,85.87628936767578,16
הכרמל,,77.30061340332031,0
השרון ק. גולדה,,50.20746994018555,8
הדסה עין כרם,,108.09716796875,29
הסקוטי,,117.2932357788086,4
המשפחה הקדושה,,,0
סנט ג'וזף,,,1
שערי צדק,,95.8230972290039,15
אל מקאסד,,,0
לניאדו,,82.72980499267578,4
אוגוסטה ויקטוריה,,,1
מעייני הישועה,,98.40255737304688,6
אסותא אשדוד,,,5
שניידר,,,0
סנט וינסנט,,61.94029998779297,3
המרכזי בעמק,,76.03448486328125,53
