name,coronaOccupancy,normalOccupancy,isolatedTeam
יוספטל,100,,0
סורוקה,31,,0
הכרמל,25,,0
לניאדו,23,,0
קפלן,18,,0
ברזילי,16,,0
שיבא,15,,0
הלל יפה,15,,0
סוראסקי,14.000000000000002,,0
שניידר,14.000000000000002,,0
המרכזי בעמק,12,,0
אסותא אשדוד,11,,0
"רמב""ם",10,,0
נהריה,10,,0
רבין ק. בילינסון,10,,0
המשפחה הקדושה,9,,0
שערי צדק,9,,0
שמיר,8,,0
זיו צפת,8,,0
מאיר,7.000000000000001,,0
פוריה,6,,0
בני ציון,6,,0
אוגוסטה ויקטוריה,5,,0
הדסה עין כרם,4,,0
הסקוטי,4,,0
הדסה הר הצופים,3,,0
סנט ג'וזף,2,,0
וולפסון,1,,0
רבין ק. השרון,0,,0
סנט וינסנט,0,,0
אל מקאסד,0,,0
מעייני הישועה,0,,0
