name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,96.32911682128906,14
יוספטל,,46.15384674072266,16
שמיר,,61.05499267578125,7
וולפסון,,65.15373229980469,4
זיו צפת,,63.11239242553711,17
הלל יפה,,73.2038803100586,15
נהריה,,74.96542358398438,10
ברזילי,,75,10
פוריה,,51.26760482788086,11
סוראסקי,,93.85140991210938,8
בני ציון,,76.67436218261719,13
רבין ק. בילינסון,,87.90419006347656,4
סורוקה,,67.41963195800781,15
מאיר,,80.84832763671875,21
קפלן,,104.5126342773438,13
"רמב""ם",,88.6597900390625,43
הכרמל,,71.57463836669922,28
השרון ק. גולדה,,54.35684585571289,5
הדסה עין כרם,,98.80952453613281,42
הסקוטי,,87.21804809570312,5
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,96.43734741210938,11
אל מקאסד,,,0
לניאדו,,76.04457092285156,43
אוגוסטה ויקטוריה,,,2
מעייני הישועה,,98.40255737304688,3
אסותא אשדוד,,,3
שניידר,,,0
סנט וינסנט,,,0
המרכזי בעמק,,73.10344696044922,49
