name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,105.0632934570313,12
אוגוסטה ויקטוריה,,,0
שמיר,,69.13580322265625,9
וולפסון,,78.62371826171875,3
זיו צפת,,68.87608337402344,5
הלל יפה,,,0
נהריה,,,0
ברזילי,,,0
פוריה,,71.83098602294922,3
סוראסקי,,,0
בני ציון,,,0
רבין ק. בילינסון,,94.27890014648438,3
סורוקה,,80.3069076538086,10
מאיר,,86.88945770263672,1
קפלן,,91.87279510498047,2
"רמב""ם",,89.54917907714844,13
הכרמל,,79.75460052490234,3
הדסה עין כרם,,100.2645492553711,14
הסקוטי,,,0
המשפחה הקדושה,,,0
שערי צדק,,103.4021835327148,6
לניאדו,,100.5571060180664,1
מעייני הישועה,,,0
אסותא אשדוד,,,0
רבין ק. השרון,,62.65560150146484,5
יוספטל,,,0
סנט וינסנט,,,0
סנט ג'וזף,,,0
אל מקאסד,,,0
המרכזי בעמק,,75.08143615722656,6
