name,coronaOccupancy,normalOccupancy,isolatedTeam
אוגוסטה ויקטוריה,,,3
שערי צדק,,90.29483795166016,19
אסותא אשדוד,,,3
בני ציון,,77.59815216064453,21
ברזילי,,67.16666412353516,11
הדסה עין כרם,,107.2874526977539,22
הכרמל,,76.07361602783203,7
הלל יפה,,82.33009338378906,15
המרכזי בעמק,,73.96551513671875,67
המשפחה הקדושה,,,0
הסקוטי,,97.16312408447266,1
השרון ק. גולדה,,60.995849609375,1
וולפסון,,68.9604721069336,9
זיו צפת,,74.3515853881836,4
לניאדו,,84.12256622314453,18
אל מקאסד,,,0
מעייני הישועה,,89.45687103271484,2
נהריה,,72.19917297363281,20
סוראסקי,,100.6831741333008,24
סורוקה,,70.63423156738281,8
סנט ג'וזף,,,0
סנט וינסנט,,54.47761154174805,10
פוריה,,65.91548919677734,8
קפלן,,91.33573913574219,4
רבין ק. בילינסון,,93.8922119140625,33
"רמב""ם",,87.31958770751953,18
שיבא,,93.98734283447266,20
שמיר (אסף הרופא),,61.50392913818359,17
שניידר,,,0
מאיר,,76.22107696533203,14
