name,coronaOccupancy,normalOccupancy,isolatedTeam
יוספטל,100,,0
סורוקה,23,,0
ברזילי,21,,0
קפלן,21,,0
הכרמל,20,,0
לניאדו,20,,0
הלל יפה,16,,0
שיבא,14.000000000000002,,0
נהריה,13,,0
סוראסקי,13,,0
אסותא אשדוד,11,,0
פוריה,10,,0
בני ציון,10,,0
"רמב""ם",9,,0
רבין ק. בילינסון,9,,0
מאיר,9,,0
המרכזי בעמק,9,,0
המשפחה הקדושה,9,,0
שערי צדק,9,,0
שמיר,8,,0
שניידר,7.000000000000001,,0
זיו צפת,6,,0
הסקוטי,6,,0
הדסה עין כרם,5,,0
אוגוסטה ויקטוריה,5,,0
וולפסון,2,,0
סנט ג'וזף,2,,0
הדסה הר הצופים,1,,0
רבין ק. השרון,0,,0
סנט וינסנט,0,,0
אל מקאסד,0,,0
מעייני הישועה,0,,0
