name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,96.32911682128906,127
יוספטל,,44.61538314819336,1
שמיר,,73.849609375,25
וולפסון,,72.32796478271484,26
זיו צפת,,72.04611206054688,31
הלל יפה,,83.68932342529297,36
נהריה,,75.51866912841797,35
ברזילי,,83,21
פוריה,,69.57746124267578,13
סוראסקי,,109.8206634521484,75
בני ציון,,78.75288391113281,23
רבין ק. בילינסון,,83.3532943725586,129
סורוקה,,73.15377807617188,76
מאיר,,75.32133483886719,45
קפלן,,91.87725830078125,75
"רמב""ם",,90.51546478271484,39
הכרמל,,76.48262023925781,18
השרון ק. גולדה,,76.34854888916016,41
הדסה עין כרם,,,145
הסקוטי,,105.2631607055664,17
המשפחה הקדושה,,,0
סנט ג'וזף,,,1
שערי צדק,,98.0344009399414,88
אל מקאסד,,,0
לניאדו,,87.74373626708984,131
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,90.82278442382812,36
אסותא אשדוד,,,12
שניידר,,,0
סנט וינסנט,,40.29850769042969,6
המרכזי בעמק,,75.17241668701172,53
