section,female,male,period
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.1}",6 חודשים
0-9,"{'amount': 5, 'percentage': 0}","{'amount': 8, 'percentage': 0.1}",מתחילת קורונה
0-9,"{'amount': 2, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.1}",שנה
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",6 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 8, 'percentage': 0.1}","{'amount': 6, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 3, 'percentage': 0.1}","{'amount': 3, 'percentage': 0.1}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
20-29,"{'amount': 6, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.1}",שנה
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.1}",6 חודשים
20-29,"{'amount': 22, 'percentage': 0.2}","{'amount': 25, 'percentage': 0.2}",מתחילת קורונה
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
30-39,"{'amount': 2, 'percentage': 0.2}","{'amount': 0, 'percentage': 0}",6 חודשים
30-39,"{'amount': 40, 'percentage': 0.3}","{'amount': 53, 'percentage': 0.5}",מתחילת קורונה
30-39,"{'amount': 8, 'percentage': 0.2}","{'amount': 14, 'percentage': 0.4}",שנה
30-39,"{'amount': 1, 'percentage': 0.3}","{'amount': 0, 'percentage': 0}",3 חודשים
40-49,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
40-49,"{'amount': 5, 'percentage': 0.5}","{'amount': 5, 'percentage': 0.5}",6 חודשים
40-49,"{'amount': 80, 'percentage': 0.7}","{'amount': 125, 'percentage': 1.1}",מתחילת קורונה
40-49,"{'amount': 19, 'percentage': 0.5}","{'amount': 28, 'percentage': 0.8}",שנה
40-49,"{'amount': 1, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.3}",3 חודשים
50-59,"{'amount': 7, 'percentage': 0.7}","{'amount': 16, 'percentage': 1.6}",6 חודשים
50-59,"{'amount': 1, 'percentage': 1.9}","{'amount': 0, 'percentage': 0}",חודש אחרון
50-59,"{'amount': 206, 'percentage': 1.8}","{'amount': 400, 'percentage': 3.4}",מתחילת קורונה
50-59,"{'amount': 50, 'percentage': 1.4}","{'amount': 90, 'percentage': 2.5}",שנה
50-59,"{'amount': 4, 'percentage': 1.3}","{'amount': 5, 'percentage': 1.6}",3 חודשים
60-69,"{'amount': 1, 'percentage': 1.9}","{'amount': 3, 'percentage': 5.6}",חודש אחרון
60-69,"{'amount': 21, 'percentage': 2.2}","{'amount': 54, 'percentage': 5.6}",6 חודשים
60-69,"{'amount': 575, 'percentage': 4.9}","{'amount': 1046, 'percentage': 8.9}",מתחילת קורונה
60-69,"{'amount': 138, 'percentage': 3.8}","{'amount': 243, 'percentage': 6.7}",שנה
60-69,"{'amount': 10, 'percentage': 3.1}","{'amount': 16, 'percentage': 5}",3 חודשים
70-79,"{'amount': 85, 'percentage': 8.8}","{'amount': 133, 'percentage': 13.7}",6 חודשים
70-79,"{'amount': 4, 'percentage': 7.4}","{'amount': 8, 'percentage': 14.8}",חודש אחרון
70-79,"{'amount': 1117, 'percentage': 9.5}","{'amount': 1764, 'percentage': 15}",מתחילת קורונה
70-79,"{'amount': 347, 'percentage': 9.5}","{'amount': 481, 'percentage': 13.2}",שנה
70-79,"{'amount': 22, 'percentage': 6.9}","{'amount': 43, 'percentage': 13.5}",3 חודשים
80-89,"{'amount': 15, 'percentage': 27.8}","{'amount': 7, 'percentage': 13}",חודש אחרון
80-89,"{'amount': 177, 'percentage': 18.2}","{'amount': 173, 'percentage': 17.8}",6 חודשים
80-89,"{'amount': 1912, 'percentage': 16.3}","{'amount': 2072, 'percentage': 17.6}",מתחילת קורונה
80-89,"{'amount': 650, 'percentage': 17.9}","{'amount': 672, 'percentage': 18.5}",שנה
80-89,"{'amount': 59, 'percentage': 18.6}","{'amount': 60, 'percentage': 18.9}",3 חודשים
90+,"{'amount': 6, 'percentage': 11.1}","{'amount': 9, 'percentage': 16.7}",חודש אחרון
90+,"{'amount': 158, 'percentage': 16.3}","{'amount': 132, 'percentage': 13.6}",6 חודשים
90+,"{'amount': 1296, 'percentage': 11}","{'amount': 997, 'percentage': 8.5}",מתחילת קורונה
90+,"{'amount': 473, 'percentage': 13}","{'amount': 406, 'percentage': 11.2}",שנה
90+,"{'amount': 50, 'percentage': 15.7}","{'amount': 46, 'percentage': 14.5}",3 חודשים
