section,female,male,period
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 2, 'percentage': 0.1}",3 חודשים
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 5, 'percentage': 0.1}",שנה
0-9,"{'amount': 1, 'percentage': 0}","{'amount': 4, 'percentage': 0.2}",6 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 4, 'percentage': 0}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 2, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",3 חודשים
10-19,"{'amount': 4, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.1}",שנה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 7, 'percentage': 0.1}","{'amount': 7, 'percentage': 0.1}",מתחילת קורונה
20-29,"{'amount': 5, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.1}",3 חודשים
20-29,"{'amount': 9, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.1}",שנה
20-29,"{'amount': 7, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.1}",6 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.5}",חודש אחרון
20-29,"{'amount': 22, 'percentage': 0.2}","{'amount': 24, 'percentage': 0.2}",מתחילת קורונה
30-39,"{'amount': 4, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.4}",3 חודשים
30-39,"{'amount': 16, 'percentage': 0.4}","{'amount': 24, 'percentage': 0.6}",שנה
30-39,"{'amount': 5, 'percentage': 0.2}","{'amount': 13, 'percentage': 0.5}",6 חודשים
30-39,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 1.6}",חודש אחרון
30-39,"{'amount': 36, 'percentage': 0.3}","{'amount': 52, 'percentage': 0.5}",מתחילת קורונה
40-49,"{'amount': 9, 'percentage': 0.4}","{'amount': 14, 'percentage': 0.6}",3 חודשים
40-49,"{'amount': 22, 'percentage': 0.5}","{'amount': 55, 'percentage': 1.3}",שנה
40-49,"{'amount': 14, 'percentage': 0.5}","{'amount': 26, 'percentage': 1}",6 חודשים
40-49,"{'amount': 1, 'percentage': 0.5}","{'amount': 3, 'percentage': 1.6}",חודש אחרון
40-49,"{'amount': 75, 'percentage': 0.7}","{'amount': 118, 'percentage': 1.1}",מתחילת קורונה
50-59,"{'amount': 81, 'percentage': 1.9}","{'amount': 145, 'percentage': 3.4}",שנה
50-59,"{'amount': 43, 'percentage': 1.6}","{'amount': 76, 'percentage': 2.9}",6 חודשים
50-59,"{'amount': 33, 'percentage': 1.4}","{'amount': 53, 'percentage': 2.3}",3 חודשים
50-59,"{'amount': 4, 'percentage': 2.2}","{'amount': 6, 'percentage': 3.2}",חודש אחרון
50-59,"{'amount': 196, 'percentage': 1.9}","{'amount': 376, 'percentage': 3.6}",מתחילת קורונה
60-69,"{'amount': 89, 'percentage': 3.9}","{'amount': 158, 'percentage': 6.9}",3 חודשים
60-69,"{'amount': 252, 'percentage': 5.9}","{'amount': 355, 'percentage': 8.3}",שנה
60-69,"{'amount': 127, 'percentage': 4.9}","{'amount': 206, 'percentage': 7.9}",6 חודשים
60-69,"{'amount': 9, 'percentage': 4.9}","{'amount': 22, 'percentage': 11.9}",חודש אחרון
60-69,"{'amount': 541, 'percentage': 5.1}","{'amount': 985, 'percentage': 9.3}",מתחילת קורונה
70-79,"{'amount': 431, 'percentage': 10.1}","{'amount': 587, 'percentage': 13.7}",שנה
70-79,"{'amount': 260, 'percentage': 10}","{'amount': 346, 'percentage': 13.3}",6 חודשים
70-79,"{'amount': 213, 'percentage': 9.4}","{'amount': 307, 'percentage': 13.5}",3 חודשים
70-79,"{'amount': 15, 'percentage': 8.1}","{'amount': 33, 'percentage': 17.8}",חודש אחרון
70-79,"{'amount': 1010, 'percentage': 9.6}","{'amount': 1604, 'percentage': 15.2}",מתחילת קורונה
80-89,"{'amount': 422, 'percentage': 18.5}","{'amount': 444, 'percentage': 19.5}",3 חודשים
80-89,"{'amount': 724, 'percentage': 16.9}","{'amount': 757, 'percentage': 17.7}",שנה
80-89,"{'amount': 457, 'percentage': 17.5}","{'amount': 476, 'percentage': 18.3}",6 חודשים
80-89,"{'amount': 25, 'percentage': 13.5}","{'amount': 29, 'percentage': 15.7}",חודש אחרון
80-89,"{'amount': 1700, 'percentage': 16.1}","{'amount': 1854, 'percentage': 17.6}",מתחילת קורונה
90+,"{'amount': 262, 'percentage': 11.5}","{'amount': 243, 'percentage': 10.7}",3 חודשים
90+,"{'amount': 442, 'percentage': 10.3}","{'amount': 351, 'percentage': 8.2}",שנה
90+,"{'amount': 287, 'percentage': 11}","{'amount': 251, 'percentage': 9.6}",6 חודשים
90+,"{'amount': 14, 'percentage': 7.6}","{'amount': 20, 'percentage': 10.8}",חודש אחרון
90+,"{'amount': 1100, 'percentage': 10.4}","{'amount': 835, 'percentage': 7.9}",מתחילת קורונה
