cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,25,53.78,6.44,כתום,4649
אבו גוש,קטן מ-15,אין מידע,54,68.68,8.19,אדום,7862
אבו סנאן,קטן מ-15,אין מידע,47,32.85,5.87,צהוב,14306
אבן יהודה,26,17.22,151,107.58,8.71,אדום,14036
אום אל-פחם,קטן מ-15,אין מידע,39,6.88,4.04,ירוק,56713
אופקים,60,28.99,207,63.93,8.83,אדום,32378
אור יהודה,47,21.56,218,59.58,7.36,כתום,36587
אור עקיבא,27,17.53,154,79.31,9.04,אדום,19417
אורנית,15,16.48,91,101.00,9.09,אדום,9010
אזור,23,22.55,102,77.11,9,אדום,13228
אחוזת ברק,קטן מ-15,אין מידע,21,87.57,9.92,אדום,2398
אילת,83,24.85,334,63.61,7.91,אדום,52507
אכסאל,קטן מ-15,אין מידע,16,10.64,4.37,ירוק,15039
אלון שבות,קטן מ-15,אין מידע,21,67.50,7.82,אדום,3111
אליכין,קטן מ-15,אין מידע,21,60.59,9.09,אדום,3466
אלעד,16,33.33,48,9.76,5.77,צהוב,49179
אלפי מנשה,קטן מ-15,אין מידע,79,98.61,9.12,אדום,8011
אלקנה,קטן מ-15,אין מידע,70,176.81,9.61,אדום,3959
אעבלין,קטן מ-15,אין מידע,22,16.28,5.61,צהוב,13515
אפרת,20,25.97,77,67.43,8.01,אדום,11420
אריאל,30,18.75,160,78.09,8.97,אדום,20488
אשדוד,248,18.77,1321,58.37,8.84,אדום,226329
אשקלון,279,21.92,1273,86.93,9.4,אדום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,53,17.41,4.83,צהוב,30448
באר יעקב,80,34.04,235,81.55,9.66,אדום,28818
באר שבע,421,20.28,2076,98.56,9.28,אדום,210624
בית אל,קטן מ-15,אין מידע,31,52.31,9.84,אדום,5926
בית אריה,קטן מ-15,אין מידע,37,69.26,8.5,אדום,5342
בית ג'ן,קטן מ-15,אין מידע,16,13.15,6.92,כתום,12169
בית דגן,קטן מ-15,אין מידע,51,69.88,8.43,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,21,95.93,8.95,אדום,2189
בית יצחק-שער חפר,קטן מ-15,אין מידע,29,135.26,8.81,אדום,2144
בית שאן,32,17.98,178,93.78,8.82,אדום,18980
בית שמש,53,21.03,252,19.06,5.91,צהוב,132210
בני ברק,18,11.61,155,7.45,4.11,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,36,52.16,7.03,כתום,6902
בנימינה-גבעת עדה,43,25.60,168,105.19,9.04,אדום,15971
"בסמ""ה",קטן מ-15,אין מידע,19,18.53,6.19,כתום,10252
בת חפר,קטן מ-15,אין מידע,53,100.42,9.5,אדום,5278
בת ים,147,16.08,914,71.53,8.01,אדום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,25,11.72,6,כתום,21331
ג'ולס,0,0,16,24.45,6.44,כתום,6545
ג'לג'וליה,קטן מ-15,אין מידע,16,15.54,4.9,צהוב,10295
גבע בנימין,קטן מ-15,אין מידע,31,53.85,9.57,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,22,105.77,8.01,אדום,2080
גבעת ברנר,קטן מ-15,אין מידע,26,97.56,8.11,אדום,2665
גבעת זאב,קטן מ-15,אין מידע,68,35.41,7.41,כתום,19205
גבעת שמואל,74,27.72,267,98.03,8.75,אדום,27236
גבעתיים,168,26.33,638,104.81,8.97,אדום,60872
גדרה,76,29.92,254,88.18,9.03,אדום,28805
גן יבנה,69,38.33,180,75.35,9.16,אדום,23887
גן נר,קטן מ-15,אין מידע,37,137.04,10,אדום,2700
גני תקווה,65,26.86,242,112.52,8.24,אדום,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,25,14.00,5.63,צהוב,17862
דבוריה,קטן מ-15,אין מידע,23,21.53,6.07,כתום,10682
דייר חנא,קטן מ-15,אין מידע,22,21.03,7.13,כתום,10459
דימונה,68,24.82,274,78.39,9.03,אדום,34954
הוד השרון,184,25.99,708,109.34,9,אדום,64755
הושעיה,קטן מ-15,אין מידע,20,95.74,9.08,אדום,2089
הר אדר,קטן מ-15,אין מידע,31,75.67,8.01,אדום,4097
הרצליה,224,21.79,1028,103.62,8.72,אדום,99208
זכרון יעקב,47,21.17,222,94.46,8.96,אדום,23503
חדרה,128,18.21,703,71.06,8.4,אדום,98928
חולון,329,22.01,1495,76.08,8.7,אדום,196510
חורה,קטן מ-15,אין מידע,16,6.94,5.62,צהוב,23062
חיפה,388,16.87,2300,80.71,8.71,אדום,284981
חצור הגלילית,קטן מ-15,אין מידע,65,68.15,8.89,אדום,9538
חריש,55,33.74,163,83.13,9.17,אדום,19608
חשמונאים,קטן מ-15,אין מידע,33,123.46,9.19,אדום,2673
טבריה,38,15.38,247,54.06,7.93,אדום,45686
טייבה,קטן מ-15,אין מידע,50,11.22,5.4,צהוב,44582
טירה,קטן מ-15,אין מידע,35,12.98,5.28,צהוב,26972
טירת כרמל,34,17.17,198,81.53,8.95,אדום,24285
טלמון,קטן מ-15,אין מידע,36,74.75,10,אדום,4816
טמרה,קטן מ-15,אין מידע,26,7.46,3.53,ירוק,34859
יבנה,113,26.84,421,84.61,9.26,אדום,49759
יד בנימין,קטן מ-15,אין מידע,32,75.31,7.18,כתום,4249
יהוד,66,22.07,299,99.66,9.07,אדום,30003
יקנעם עילית,74,28.46,260,108.06,9.92,אדום,24061
ירוחם,38,31.40,121,113.30,10,אדום,10680
ירושלים,546,18.74,2914,30.58,6.55,כתום,952916
כאבול,קטן מ-15,אין מידע,18,12.65,4.89,צהוב,14234
כוכב יאיר,קטן מ-15,אין מידע,87,99.57,8.3,אדום,8738
כוכב יעקב,קטן מ-15,אין מידע,17,19.08,7.37,כתום,8912
כסיפה,קטן מ-15,אין מידע,26,11.60,3.74,ירוק,22418
כפר אדומים,קטן מ-15,אין מידע,20,42.29,6.71,כתום,4729
כפר ורדים,קטן מ-15,אין מידע,52,94.63,9.15,אדום,5495
כפר יאסיף,קטן מ-15,אין מידע,22,21.47,5.96,צהוב,10249
כפר יונה,60,23.26,258,98.70,9.44,אדום,26140
כפר מנדא,קטן מ-15,אין מידע,16,7.76,5.62,צהוב,20610
כפר סבא,306,26.84,1140,112.13,8.94,אדום,101664
כפר קאסם,קטן מ-15,אין מידע,28,11.55,5.26,צהוב,24236
כפר קרע,קטן מ-15,אין מידע,44,22.76,5.8,צהוב,19330
כפר תבור,קטן מ-15,אין מידע,51,115.88,9.26,אדום,4401
כרמיאל,71,22.33,318,68.85,9.28,אדום,46190
להבים,30,37.50,80,120.46,9.29,אדום,6641
לוד,58,16.52,351,43.45,6.75,כתום,80786
לפיד,קטן מ-15,אין מידע,22,93.82,9.68,אדום,2345
מבשרת ציון,64,26.45,242,99.40,8.72,אדום,24347
מגאר,קטן מ-15,אין מידע,45,19.34,5.72,צהוב,23271
מגדל העמק,28,14.29,196,76.00,9.17,אדום,25790
מודיעין-מכבים-רעות,292,26.40,1106,116.74,9.49,אדום,94744
מזכרת בתיה,34,27.20,125,82.81,8.97,אדום,15095
מיתר,34,29.06,117,117.43,9.92,אדום,9963
מעגן מיכאל,קטן מ-15,אין מידע,18,86.58,9.68,אדום,2079
מעלה אדומים,39,17.97,217,57.40,8.56,אדום,37802
מעלות-תרשיחא,28,22.40,125,56.41,8.54,אדום,22158
מצפה יריחו,קטן מ-15,אין מידע,16,62.38,9.16,אדום,2565
מצפה רמון,קטן מ-15,אין מידע,32,61.74,8.73,אדום,5183
מרכז שפירא,קטן מ-15,אין מידע,28,116.72,10,אדום,2399
מתן,קטן מ-15,אין מידע,49,134.99,9.52,אדום,3630
נהריה,136,25.37,536,90.56,9.56,אדום,59189
נוף איילון,קטן מ-15,אין מידע,25,119.05,8.75,אדום,2100
נוף הגליל,28,13.53,207,49.34,6.57,כתום,41950
נופית,קטן מ-15,אין מידע,30,114.85,9.24,אדום,2612
ניצן,קטן מ-15,אין מידע,20,78.86,9.87,אדום,2536
נס ציונה,153,28.49,537,106.27,9.26,אדום,50532
נעלה,קטן מ-15,אין מידע,17,71.88,9.75,אדום,2365
נצרת,קטן מ-15,אין מידע,138,17.75,5.97,צהוב,77734
נשר,34,14.59,233,97.30,9.67,אדום,23947
נתיבות,36,25.53,141,35.74,8.32,אדום,39456
נתניה,268,17.61,1522,68.08,8.26,אדום,223562
סביון,15,26.79,56,138.44,8.79,אדום,4045
סח'נין,קטן מ-15,אין מידע,39,12.10,4.95,צהוב,32220
עומר,קטן מ-15,אין מידע,80,105.69,9.15,אדום,7569
עיילבון,קטן מ-15,אין מידע,18,31.14,6.94,כתום,5781
עכו,35,14.40,243,49.07,8.04,אדום,49517
עלי,קטן מ-15,אין מידע,31,69.12,7.6,אדום,4485
עלי זהב,16,59.26,27,70.63,9.73,אדום,3823
עספיא,קטן מ-15,אין מידע,19,15.06,4.51,צהוב,12617
עפולה,66,16.14,409,71.95,8.47,אדום,56844
עץ אפרים,קטן מ-15,אין מידע,17,68.83,9.46,אדום,2470
עראבה,קטן מ-15,אין מידע,20,7.61,3.72,ירוק,26274
ערד,20,13.16,152,55.94,8.17,אדום,27170
ערערה,קטן מ-15,אין מידע,20,7.84,5.75,צהוב,25525
עתלית,20,20.41,98,100.86,9.28,אדום,9716
פסגות,קטן מ-15,אין מידע,20,95.28,10,אדום,2099
פקיעין (בוקייעה),קטן מ-15,אין מידע,24,40.36,7.67,אדום,5946
פרדס חנה-כרכור,110,28.42,387,88.67,9.13,אדום,43646
פרדסיה,26,28.57,91,136.90,9.8,אדום,6647
פתח תקווה,415,20.47,2027,80.94,8.73,אדום,250427
צופים,קטן מ-15,אין מידע,21,85.92,8.71,אדום,2444
צור הדסה,35,35.00,100,86.39,9.59,אדום,11575
צור יצחק,17,31.48,54,82.00,9.65,אדום,6585
צור משה,קטן מ-15,אין מידע,35,105.52,9.39,אדום,3317
צפת,15,13.89,108,29.65,6.81,כתום,36423
קדומים,קטן מ-15,אין מידע,32,69.88,9.02,אדום,4579
קדימה-צורן,54,27.14,199,87.62,8.58,אדום,22711
קיסריה,21,44.68,47,83.87,6.73,כתום,5604
קלנסווה,קטן מ-15,אין מידע,21,8.95,3.89,ירוק,23471
קציר,קטן מ-15,אין מידע,31,104.84,9.77,אדום,2957
קצרין,קטן מ-15,אין מידע,46,61.28,8.46,אדום,7507
קרית אונו,114,27.40,416,102.02,8.88,אדום,40778
קרית ארבע,קטן מ-15,אין מידע,24,32.67,8.79,אדום,7346
קרית אתא,94,21.46,438,73.87,8.85,אדום,59291
קרית ביאליק,77,18.25,422,101.33,9.38,אדום,41645
קרית גת,72,22.50,320,54.65,8.06,אדום,58550
קרית טבעון,34,20.48,166,90.88,7.78,אדום,18266
קרית ים,36,15.93,226,57.38,7.96,אדום,39389
קרית מוצקין,51,14.41,354,77.87,9.2,אדום,45461
קרית מלאכי,25,24.75,101,41.49,8.71,אדום,24346
קרית עקרון,19,19.79,96,87.00,9.3,אדום,11034
קרית שמונה,56,22.05,254,113.04,9.82,אדום,22470
קרני שומרון,18,23.38,77,81.12,9.63,אדום,9492
ראמה,קטן מ-15,אין מידע,22,28.34,6.6,כתום,7763
ראש העין,142,24.87,571,84.80,8.96,אדום,67337
ראש פינה,קטן מ-15,אין מידע,24,74.23,7.77,אדום,3233
ראשון לציון,468,20.56,2276,88.94,8.88,אדום,255891
רבבה,קטן מ-15,אין מידע,22,78.49,9.97,אדום,2803
רהט,קטן מ-15,אין מידע,43,5.84,3.83,ירוק,73671
רחובות,316,24.88,1270,86.86,9.18,אדום,146213
ריינה,קטן מ-15,אין מידע,23,12.02,5.34,צהוב,19134
רכסים,קטן מ-15,אין מידע,18,13.64,4.5,צהוב,13195
רמלה,108,24.43,442,57.48,8.13,אדום,76903
רמת גן,331,19.87,1666,99.91,8.16,אדום,166746
רמת השרון,164,26.84,611,128.68,8.62,אדום,47482
רמת ישי,27,27.00,100,126.65,9.7,אדום,7896
רעננה,177,21.35,829,107.72,8.48,אדום,76958
שדרות,55,23.61,233,80.63,9.68,אדום,28899
שוהם,55,28.50,193,91.78,9.09,אדום,21029
שלומי,29,36.71,79,117.28,9.96,אדום,6736
שמשית,קטן מ-15,אין מידע,37,146.94,9.03,אדום,2518
שערי תקווה,16,25.40,63,104.15,9.66,אדום,6049
שפרעם,קטן מ-15,אין מידע,54,12.74,6.24,כתום,42400
תל אביב - יפו,791,18.28,4327,86.36,8.03,אדום,501015
תל מונד,55,37.93,145,107.72,8.43,אדום,13461
תקוע,קטן מ-15,אין מידע,22,52.53,8.48,אדום,4188
