cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Sinan,קטן מ-15,אין מידע,20,13.98,6.37,כתום,14306
Afula,קטן מ-15,אין מידע,139,24.45,9.07,אדום,56844
Akko,קטן מ-15,אין מידע,42,8.48,5.34,צהוב,49517
Arad,קטן מ-15,אין מידע,38,13.99,6.81,כתום,27170
Ari'el,קטן מ-15,אין מידע,18,8.79,5.6,צהוב,20488
Ashdod,28,5.73,489,21.61,8.48,אדום,226329
Ashqelon,48,13.52,355,24.24,7.73,אדום,146442
Bat Yam,16,6.35,252,19.72,6.84,כתום,127772
Be'er Sheva,73,13.67,534,25.35,6.56,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,42,14.57,8.43,אדום,28818
Bene Beraq,קטן מ-15,אין מידע,86,4.13,4.44,ירוק,208031
Bet She'an,0,0,27,14.23,7.7,אדום,18980
Bet Shemesh,קטן מ-15,אין מידע,38,2.87,5.68,צהוב,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,21,13.15,8.74,אדום,15971
Dimona,קטן מ-15,אין מידע,84,24.03,6.26,כתום,34954
Efrat,קטן מ-15,אין מידע,21,18.39,8.55,אדום,11420
Elat,קטן מ-15,אין מידע,62,11.81,9.1,אדום,52507
Even Yehuda,קטן מ-15,אין מידע,43,30.64,7.17,כתום,14036
Gan Yavne,קטן מ-15,אין מידע,32,13.40,9.25,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,25,11.62,6.5,כתום,21508
Gedera,קטן מ-15,אין מידע,83,28.81,7.16,כתום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,25,9.18,6.09,כתום,27236
Giv'atayim,קטן מ-15,אין מידע,116,19.06,8.19,אדום,60872
Hadera,קטן מ-15,אין מידע,168,16.98,6.94,כתום,98928
Haifa,37,6.29,588,20.63,5.95,צהוב,284981
Harish,קטן מ-15,אין מידע,25,12.75,8.8,אדום,19608
Herzliyya,20,10.70,187,18.85,7.25,כתום,99208
Hod Hasharon,קטן מ-15,אין מידע,107,16.52,7.26,כתום,64755
Holon,38,10.13,375,19.08,7.26,כתום,196510
Jerusalem,48,6.01,799,8.38,5.67,צהוב,952916
Kafar Kanna,קטן מ-15,אין מידע,16,6.88,4.28,ירוק,23251
