cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Ghosh,0,0,22,27.98,5.2,צהוב,7862
Afula,קטן מ-15,אין מידע,100,17.59,6.74,כתום,56844
Akko,קטן מ-15,אין מידע,66,13.33,4.92,צהוב,49517
Arad,0,0,29,10.67,4.72,צהוב,27170
Ari'el,קטן מ-15,אין מידע,29,14.15,4.77,צהוב,20488
Ashdod,22,8.73,252,11.13,5.66,צהוב,226329
Ashqelon,22,9.40,234,15.98,5.61,צהוב,146442
Azor,קטן מ-15,אין מידע,16,12.10,5.38,צהוב,13228
Bat Yam,15,8.62,174,13.62,4.97,צהוב,127772
Be'er Sheva,32,9.17,349,16.57,4.93,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,33,11.45,6.84,כתום,28818
Bene Beraq,קטן מ-15,אין מידע,118,5.67,3.81,ירוק,208031
Bet She'an,קטן מ-15,אין מידע,29,15.28,4.15,ירוק,18980
Bet Shemesh,קטן מ-15,אין מידע,61,4.61,3.88,ירוק,132210
Dimona,קטן מ-15,אין מידע,48,13.73,4.88,צהוב,34954
Elat,קטן מ-15,אין מידע,50,9.52,6.08,כתום,52507
Gan Yavne,קטן מ-15,אין מידע,32,13.40,6.34,כתום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,30,13.95,5.22,צהוב,21508
Gedera,קטן מ-15,אין מידע,42,14.58,6.01,כתום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,19,6.98,3.7,ירוק,27236
Giv'atayim,קטן מ-15,אין מידע,95,15.61,6.61,כתום,60872
Hadera,קטן מ-15,אין מידע,117,11.83,4.75,צהוב,98928
Haifa,28,7.18,390,13.69,5.51,צהוב,284981
Harish,קטן מ-15,אין מידע,18,9.18,5.54,צהוב,19608
Herzliyya,15,13.04,115,11.59,5.99,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,77,11.89,4.95,צהוב,64755
Holon,27,9.89,273,13.89,5.77,צהוב,196510
Jerusalem,39,5.81,671,7.04,4.28,ירוק,952916
Karmi'el,קטן מ-15,אין מידע,89,19.27,6.76,כתום,46190
Kefar Sava,קטן מ-15,אין מידע,109,10.72,5.01,צהוב,101664
Kefar Yona,קטן מ-15,אין מידע,21,8.03,5.08,צהוב,26140
Lod,קטן מ-15,אין מידע,73,9.04,3.63,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,55,14.55,6.56,כתום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,30,13.54,6.58,כתום,22158
Mazkeret Batya,קטן מ-15,אין מידע,22,14.57,7.72,אדום,15095
Mevasseret Ziyyon,קטן מ-15,אין מידע,40,16.43,6.55,כתום,24347
Migdal Haemeq,קטן מ-15,אין מידע,48,18.61,6.22,כתום,25790
Modi'in Illit,קטן מ-15,אין מידע,20,2.54,3.23,ירוק,78775
Modi'in-Makkabbim-Re'ut,22,16.42,134,14.14,7.25,כתום,94744
Mughar,קטן מ-15,אין מידע,19,8.16,5.12,צהוב,23271
Nahariyya,קטן מ-15,אין מידע,85,14.36,6.48,כתום,59189
Nazareth,קטן מ-15,אין מידע,20,2.57,3.18,ירוק,77734
Nes Ziyyona,קטן מ-15,אין מידע,51,10.09,5.11,צהוב,50532
Nesher,קטן מ-15,אין מידע,35,14.62,7.14,כתום,23947
Netanya,28,12.67,221,9.89,4.97,צהוב,223562
Netivot,קטן מ-15,אין מידע,37,9.38,7.2,כתום,39456
Nof Hagalil,קטן מ-15,אין מידע,109,25.98,5.25,צהוב,41950
Ofaqim,קטן מ-15,אין מידע,44,13.59,5.99,צהוב,32378
Or Aqiva,קטן מ-15,אין מידע,21,10.82,6.87,כתום,19417
Or Yehuda,קטן מ-15,אין מידע,51,13.94,5.5,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,59,13.52,4.53,צהוב,43646
Petah Tiqwa,30,8.82,340,13.58,5.38,צהוב,250427
Qadima-Zoran,קטן מ-15,אין מידע,17,7.49,5.48,צהוב,22711
Qiryat Atta,קטן מ-15,אין מידע,80,13.49,6.54,כתום,59291
Qiryat Bialik,קטן מ-15,אין מידע,60,14.41,5.56,צהוב,41645
Qiryat Gat,קטן מ-15,אין מידע,73,12.47,6.45,כתום,58550
Qiryat Motzkin,קטן מ-15,אין מידע,73,16.06,5.82,צהוב,45461
Qiryat Ono,קטן מ-15,אין מידע,65,15.94,6.46,כתום,40778
Qiryat Shemona,קטן מ-15,אין מידע,58,25.81,5.74,צהוב,22470
Qiryat Tiv'on,קטן מ-15,אין מידע,19,10.40,5.89,צהוב,18266
Qiryat Yam,קטן מ-15,אין מידע,87,22.09,4.84,צהוב,39389
Ra'annana,קטן מ-15,אין מידע,103,13.38,4.94,צהוב,76958
Rahat,קטן מ-15,אין מידע,18,2.44,2.83,ירוק,73671
Ramat Gan,19,8.76,217,13.01,6.28,כתום,166746
Ramat Hasharon,קטן מ-15,אין מידע,56,11.79,6.61,כתום,47482
Ramat Yishay,קטן מ-15,אין מידע,16,20.26,6.85,כתום,7896
Ramla,קטן מ-15,אין מידע,80,10.40,4.91,צהוב,76903
Rehovot,19,9.60,198,13.54,5.86,צהוב,146213
Rishon Leziyyon,33,10.12,326,12.74,5.65,צהוב,255891
