section,female,male,period
0-9,"{'amount': 1970, 'percentage': 2.2}","{'amount': 1572, 'percentage': 1.8}",3 חודשים
0-9,"{'amount': 586, 'percentage': 1.5}","{'amount': 486, 'percentage': 1.3}",חודש אחרון
0-9,"{'amount': 241194, 'percentage': 7.2}","{'amount': 302295, 'percentage': 9}",שנה
0-9,"{'amount': 364573, 'percentage': 7.8}","{'amount': 442483, 'percentage': 9.5}",מתחילת קורונה
0-9,"{'amount': 21088, 'percentage': 3.7}","{'amount': 23571, 'percentage': 4.2}",6 חודשים
10-19,"{'amount': 4064, 'percentage': 4.6}","{'amount': 2652, 'percentage': 3}",3 חודשים
10-19,"{'amount': 1787, 'percentage': 4.7}","{'amount': 1140, 'percentage': 3}",חודש אחרון
10-19,"{'amount': 293667, 'percentage': 8.8}","{'amount': 292020, 'percentage': 8.7}",שנה
10-19,"{'amount': 24290, 'percentage': 4.3}","{'amount': 21843, 'percentage': 3.9}",6 חודשים
10-19,"{'amount': 433048, 'percentage': 9.3}","{'amount': 441103, 'percentage': 9.4}",מתחילת קורונה
20-29,"{'amount': 5224, 'percentage': 6}","{'amount': 2972, 'percentage': 3.4}",3 חודשים
20-29,"{'amount': 2657, 'percentage': 6.9}","{'amount': 1493, 'percentage': 3.9}",חודש אחרון
20-29,"{'amount': 263402, 'percentage': 7.9}","{'amount': 171100, 'percentage': 5.1}",שנה
20-29,"{'amount': 35104, 'percentage': 6.2}","{'amount': 24573, 'percentage': 4.3}",6 חודשים
20-29,"{'amount': 385579, 'percentage': 8.3}","{'amount': 271258, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 5873, 'percentage': 6.7}","{'amount': 3768, 'percentage': 4.3}",3 חודשים
30-39,"{'amount': 2716, 'percentage': 7.1}","{'amount': 1718, 'percentage': 4.5}",חודש אחרון
30-39,"{'amount': 289578, 'percentage': 8.7}","{'amount': 190600, 'percentage': 5.7}",שנה
30-39,"{'amount': 393068, 'percentage': 8.4}","{'amount': 272135, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 42787, 'percentage': 7.5}","{'amount': 30718, 'percentage': 5.4}",6 חודשים
40-49,"{'amount': 7079, 'percentage': 8.1}","{'amount': 3899, 'percentage': 4.5}",3 חודשים
40-49,"{'amount': 3334, 'percentage': 8.7}","{'amount': 1799, 'percentage': 4.7}",חודש אחרון
40-49,"{'amount': 270930, 'percentage': 8.1}","{'amount': 179248, 'percentage': 5.4}",שנה
40-49,"{'amount': 355147, 'percentage': 7.6}","{'amount': 246797, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 45270, 'percentage': 8}","{'amount': 29936, 'percentage': 5.3}",6 חודשים
50-59,"{'amount': 7526, 'percentage': 8.6}","{'amount': 4046, 'percentage': 4.6}",3 חודשים
50-59,"{'amount': 3407, 'percentage': 8.9}","{'amount': 1836, 'percentage': 4.8}",חודש אחרון
50-59,"{'amount': 196388, 'percentage': 5.9}","{'amount': 128649, 'percentage': 3.9}",שנה
50-59,"{'amount': 251707, 'percentage': 5.4}","{'amount': 174487, 'percentage': 3.7}",מתחילת קורונה
50-59,"{'amount': 44727, 'percentage': 7.9}","{'amount': 27751, 'percentage': 4.9}",6 חודשים
60-69,"{'amount': 8274, 'percentage': 9.4}","{'amount': 5434, 'percentage': 6.2}",3 חודשים
60-69,"{'amount': 3433, 'percentage': 9}","{'amount': 2321, 'percentage': 6.1}",חודש אחרון
60-69,"{'amount': 151530, 'percentage': 4.5}","{'amount': 106347, 'percentage': 3.2}",שנה
60-69,"{'amount': 47386, 'percentage': 8.4}","{'amount': 32626, 'percentage': 5.8}",6 חודשים
60-69,"{'amount': 185467, 'percentage': 4}","{'amount': 137145, 'percentage': 2.9}",מתחילת קורונה
70-79,"{'amount': 8266, 'percentage': 9.4}","{'amount': 6282, 'percentage': 7.2}",3 חודשים
70-79,"{'amount': 3214, 'percentage': 8.4}","{'amount': 2494, 'percentage': 6.5}",חודש אחרון
70-79,"{'amount': 96622, 'percentage': 2.9}","{'amount': 77759, 'percentage': 2.3}",שנה
70-79,"{'amount': 114022, 'percentage': 2.4}","{'amount': 93480, 'percentage': 2}",מתחילת קורונה
70-79,"{'amount': 41384, 'percentage': 7.3}","{'amount': 32547, 'percentage': 5.7}",6 חודשים
80-89,"{'amount': 4047, 'percentage': 4.6}","{'amount': 2837, 'percentage': 3.2}",3 חודשים
80-89,"{'amount': 1785, 'percentage': 4.7}","{'amount': 1191, 'percentage': 3.1}",חודש אחרון
80-89,"{'amount': 41194, 'percentage': 1.2}","{'amount': 30086, 'percentage': 0.9}",שנה
80-89,"{'amount': 51111, 'percentage': 1.1}","{'amount': 37202, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 19033, 'percentage': 3.4}","{'amount': 13937, 'percentage': 2.5}",6 חודשים
90+,"{'amount': 1160, 'percentage': 1.3}","{'amount': 652, 'percentage': 0.7}",3 חודשים
90+,"{'amount': 559, 'percentage': 1.5}","{'amount': 308, 'percentage': 0.8}",חודש אחרון
90+,"{'amount': 11686, 'percentage': 0.3}","{'amount': 6277, 'percentage': 0.2}",שנה
90+,"{'amount': 5395, 'percentage': 1}","{'amount': 2840, 'percentage': 0.5}",6 חודשים
90+,"{'amount': 15284, 'percentage': 0.3}","{'amount': 8021, 'percentage': 0.2}",מתחילת קורונה
