date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,3263,0.003064664419246093,5429,-260,0,0,0,0,0,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,3263,0.003064664419246093,7589,-257,0,0,0,0,0,0
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,3263,0.003677597303095311,6755,-258,0,0,0,0,0,0
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,3263,0.00398406374501992,6836,-258,0,0,0,0,1,1
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,3263,0.004903463070793748,4978,-257,0,1,0,0,2,1
2020-03-07T00:00:00.000Z,3,20,20,3,0,17,2,0,3263,0.006129328838492185,4682,-257,0,2,0,0,3,1
2020-03-08T00:00:00.000Z,8,27,27,5,0,22,4,0,3263,0.00827459393196445,7075,-255,0,4,0,0,5,2
2020-03-09T00:00:00.000Z,16,41,41,5,0,36,4,0,3263,0.01256512411890898,6009,-265,0,4,0,0,5,0
2020-03-10T00:00:00.000Z,19,61,61,6,0,55,5,0,3263,0.01869445295740117,5803,-252,0,5,0,0,6,1
2020-03-11T00:00:00.000Z,25,84,83,7,1,76,6,0,3263,0.02574318112166718,5719,-255,0,6,0,0,7,1
2020-03-12T00:00:00.000Z,23,107,105,7,1,99,6,0,3263,0.03279190928593319,5769,-255,0,6,0,0,7,0
2020-03-13T00:00:00.000Z,23,127,126,7,5,115,6,0,3263,0.03892123812442538,3985,-242,0,6,0,0,7,0
2020-03-14T00:00:00.000Z,41,167,165,6,5,156,4,0,3263,0.05117989580140975,3550,-252,0,6,0,0,8,1
2020-03-15T00:00:00.000Z,41,206,204,9,7,190,6,0,3263,0.06313208703646951,5336,-252,0,8,0,0,11,3
2020-03-16T00:00:00.000Z,24,225,219,11,6,208,7,0,3263,0.06895494943303708,4620,-194,0,9,0,0,13,2
2020-03-17T00:00:00.000Z,47,260,260,12,7,241,7,0,3263,0.0796812749003984,4223,-143,0,9,0,0,14,1
2020-03-18T00:00:00.000Z,55,313,275,16,12,285,7,0,3263,0.0959239963224027,3764,-42,0,9,0,0,18,4
2020-03-19T00:00:00.000Z,30,301,269,21,12,268,12,0,3263,0.09224639901930738,3927,96,0,14,0,0,23,5
2020-03-20T00:00:00.000Z,30,293,255,23,15,255,12,1,3263,0.08979466748391052,3096,276,0,14,1,0,26,3
2020-03-21T00:00:00.000Z,34,284,281,27,22,235,15,0,3263,0.08703646950658903,2791,459,0,17,1,0,30,4
2020-03-22T00:00:00.000Z,54,333,314,38,33,262,22,0,3263,0.1020533251608949,4359,676,0,24,1,0,41,11
2020-03-23T00:00:00.000Z,58,363,331,44,37,282,24,0,3263,0.1112473184186332,3905,1005,0,28,1,0,48,7
2020-03-24T00:00:00.000Z,81,408,355,48,49,311,26,3,3263,0.1250383083052406,3835,1396,0,30,4,0,55,7
2020-03-25T00:00:00.000Z,81,429,412,52,54,323,28,1,3263,0.1314741035856574,3533,1757,0,33,5,0,60,5
2020-03-26T00:00:00.000Z,81,485,431,56,67,362,31,5,3263,0.1486362243334355,3789,2243,0,39,10,0,69,10
2020-03-27T00:00:00.000Z,110,534,484,67,71,396,37,2,3263,0.1636530799877413,3129,2605,0,46,12,0,82,13
2020-03-28T00:00:00.000Z,52,529,498,70,82,377,41,1,3263,0.1621207477781183,2721,3061,0,51,13,0,87,5
2020-03-29T00:00:00.000Z,69,558,531,80,88,390,50,3,3263,0.171008274593932,4118,3541,0,62,16,0,101,14
