section,female,male,period,order_period
0-9,"{'amount': 5, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.3}",חודש אחרון,5
0-9,"{'amount': 25, 'percentage': 0.1}","{'amount': 28, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 15, 'percentage': 0.3}","{'amount': 12, 'percentage': 0.3}",6 חודשים,3
0-9,"{'amount': 8, 'percentage': 0.4}","{'amount': 8, 'percentage': 0.4}",3 חודשים,4
0-9,"{'amount': 28, 'percentage': 0.1}","{'amount': 31, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 50, 'percentage': 0.3}","{'amount': 32, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 5, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 7, 'percentage': 0.3}","{'amount': 4, 'percentage': 0.2}",3 חודשים,4
10-19,"{'amount': 13, 'percentage': 0.3}","{'amount': 10, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 46, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 52, 'percentage': 1.2}","{'amount': 60, 'percentage': 1.3}",6 חודשים,3
20-29,"{'amount': 16, 'percentage': 0.7}","{'amount': 17, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 15, 'percentage': 0.7}","{'amount': 14, 'percentage': 0.7}",חודש אחרון,5
20-29,"{'amount': 176, 'percentage': 0.9}","{'amount': 151, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 157, 'percentage': 0.9}","{'amount': 140, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 362, 'percentage': 2.2}","{'amount': 374, 'percentage': 2.2}",שנה,2
30-39,"{'amount': 134, 'percentage': 3}","{'amount': 120, 'percentage': 2.7}",6 חודשים,3
30-39,"{'amount': 50, 'percentage': 2.2}","{'amount': 40, 'percentage': 1.8}",3 חודשים,4
30-39,"{'amount': 44, 'percentage': 2.1}","{'amount': 35, 'percentage': 1.7}",חודש אחרון,5
30-39,"{'amount': 397, 'percentage': 2.1}","{'amount': 435, 'percentage': 2.3}",מתחילת קורונה,1
40-49,"{'amount': 568, 'percentage': 3.4}","{'amount': 909, 'percentage': 5.4}",שנה,2
40-49,"{'amount': 185, 'percentage': 4.1}","{'amount': 266, 'percentage': 5.9}",6 חודשים,3
40-49,"{'amount': 64, 'percentage': 2.8}","{'amount': 97, 'percentage': 4.2}",3 חודשים,4
40-49,"{'amount': 58, 'percentage': 2.8}","{'amount': 87, 'percentage': 4.2}",חודש אחרון,5
40-49,"{'amount': 639, 'percentage': 3.3}","{'amount': 1019, 'percentage': 5.3}",מתחילת קורונה,1
50-59,"{'amount': 285, 'percentage': 6.3}","{'amount': 370, 'percentage': 8.2}",6 חודשים,3
50-59,"{'amount': 112, 'percentage': 4.9}","{'amount': 153, 'percentage': 6.7}",3 חודשים,4
50-59,"{'amount': 975, 'percentage': 5.8}","{'amount': 1476, 'percentage': 8.8}",שנה,2
50-59,"{'amount': 1096, 'percentage': 5.7}","{'amount': 1675, 'percentage': 8.8}",מתחילת קורונה,1
50-59,"{'amount': 104, 'percentage': 5}","{'amount': 145, 'percentage': 7}",חודש אחרון,5
60-69,"{'amount': 177, 'percentage': 7.7}","{'amount': 264, 'percentage': 11.6}",3 חודשים,4
60-69,"{'amount': 385, 'percentage': 8.6}","{'amount': 471, 'percentage': 10.5}",6 חודשים,3
60-69,"{'amount': 161, 'percentage': 7.7}","{'amount': 245, 'percentage': 11.7}",חודש אחרון,5
60-69,"{'amount': 1488, 'percentage': 7.8}","{'amount': 2371, 'percentage': 12.4}",מתחילת קורונה,1
60-69,"{'amount': 1331, 'percentage': 7.9}","{'amount': 2061, 'percentage': 12.3}",שנה,2
70-79,"{'amount': 185, 'percentage': 8.9}","{'amount': 297, 'percentage': 14.2}",חודש אחרון,5
70-79,"{'amount': 213, 'percentage': 9.3}","{'amount': 321, 'percentage': 14}",3 חודשים,4
70-79,"{'amount': 423, 'percentage': 9.4}","{'amount': 516, 'percentage': 11.5}",6 חודשים,3
70-79,"{'amount': 1583, 'percentage': 9.5}","{'amount': 2180, 'percentage': 13}",שנה,2
70-79,"{'amount': 1779, 'percentage': 9.3}","{'amount': 2529, 'percentage': 13.3}",מתחילת קורונה,1
80-89,"{'amount': 259, 'percentage': 11.3}","{'amount': 294, 'percentage': 12.9}",3 חודשים,4
80-89,"{'amount': 1624, 'percentage': 9.7}","{'amount': 1642, 'percentage': 9.8}",שנה,2
80-89,"{'amount': 458, 'percentage': 10.2}","{'amount': 440, 'percentage': 9.8}",6 חודשים,3
80-89,"{'amount': 244, 'percentage': 11.7}","{'amount': 267, 'percentage': 12.8}",חודש אחרון,5
80-89,"{'amount': 1870, 'percentage': 9.8}","{'amount': 1858, 'percentage': 9.7}",מתחילת קורונה,1
90+,"{'amount': 880, 'percentage': 4.6}","{'amount': 573, 'percentage': 3}",מתחילת קורונה,1
90+,"{'amount': 108, 'percentage': 5.2}","{'amount': 57, 'percentage': 2.7}",חודש אחרון,5
90+,"{'amount': 119, 'percentage': 5.2}","{'amount': 62, 'percentage': 2.7}",3 חודשים,4
90+,"{'amount': 174, 'percentage': 3.9}","{'amount': 103, 'percentage': 2.3}",6 חודשים,3
90+,"{'amount': 751, 'percentage': 4.5}","{'amount': 491, 'percentage': 2.9}",שנה,2
