age,active_amount_vaccinated,active_amount_vaccinated_expired,active_amount_not_vaccinated,active_vaccinated_normalized,active_vaccinated_expired_normalized,active_not_vaccinated_normalized,serious_amount_vaccinated,serious_amount_vaccinated_expired,serious_amount_not_vaccinated,serious_vaccinated_normalized,serious_vaccinated_expired_normalized,serious_not_vaccinated_normalized
12-15,39,0,344,11.1,0,135.9,0,0,0,0,0,0
16-19,22,51,120,6.2,56.1,99.1,0,0,1,0,0,0.8
20-29,66,148,326,7.9,63,155.7,0,2,5,0,0.9,2.4
30-39,140,187,334,17.3,88.4,218.2,0,0,11,0,0,7.2
40-49,126,127,284,15.4,84.5,240.8,1,0,24,0.1,0,20.4
50-59,63,34,144,9.2,36.3,179.7,1,2,35,0.1,2.1,43.7
60-69,64,37,86,10.2,72.1,148,4,4,29,0.6,7.8,49.9
70-79,52,11,48,11.4,39.8,128.2,6,0,12,1.3,0,32.1
80-89,28,12,34,14,69.2,181.4,2,0,8,1,0,42.7
90+,4,2,4,9.4,27.2,56.4,2,0,1,4.7,0,14.1
